row_label_raw,row_label_full,Ông Đỗ Quý Hải,Chủ tịch,numeric__Chủ tịch
Ông Nguyễn Văn Phương,Ông Nguyễn Văn Phương,Ông Nguyễn Văn Phương,Phó Chủ tịch,
Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Ông Nguyễn Văn Dũng,Phó Chủ tịch,
Ông Lê Thanh Hải,Ông Lê Thanh Hải,Ông Lê Thanh Hải,Thành viên,
Ông Lê Quang Vinh,Ông Lê Quang Vinh,Ông Lê Quang Vinh,Thành viên độc lập,
