row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,54.663.953.884,54.663.953.884,101.973.968.811,414.106.544.442,366.796.529.515,366.796.529.515,54663953884.0,54663953884.0,101973968811.0,414106544442.0,366796529515.0,366796529515.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,12.405.261.884,12.405.261.884,59.652.930.811,292.977.974.572,245.730.305.645,245.730.305.645,12405261884.0,12405261884.0,59652930811.0,292977974572.0,245730305645.0,245730305645.0
Ngân Hàng Thương mại cổ phần Phát triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng Thương mại cổ phần Phát triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng Thương mại cổ phần Phát triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),12.405.261.884,12.405.261.884,29.555.164.127,26.226.208.138,9.076.305.895,9.076.305.895,12405261884.0,12405261884.0,29555164127.0,26226208138.0,9076305895.0,9076305895.0
Ngân hàng Bảo Việt- Chi nhánh Hà Nội,Ngân hàng Bảo Việt- Chi nhánh Hà Nội,Ngân hàng Bảo Việt- Chi nhánh Hà Nội,-,-,30.097.766.684,266.751.766.434,236.653.999.750,236.653.999.750,,,30097766684.0,266751766434.0,236653999750.0,236653999750.0
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,42.258.692.000,42.258.692.000,42.321.038.000,121.128.569.870,121.066.223.870,121.066.223.870,42258692000.0,42258692000.0,42321038000.0,121128569870.0,121066223870.0,121066223870.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I,Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I,Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam -Chi nhánh Hà Nội I,-,-,-,81.161.124.905,81.161.124.905,81.161.124.905,,,,81161124905.0,81161124905.0,81161124905.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng,Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng,Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh Cao Bằng,-,-,-,39.905.098.965,39.905.098.965,39.905.098.965,,,,39905098965.0,39905098965.0,39905098965.0
Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),42.258.692.000,42.258.692.000,42.321.038.000,62.346.000,-,-,42258692000.0,42258692000.0,42321038000.0,62346000.0,,
Vay dài hạn,Vay dài hạn,Vay dài hạn,330.644.443.606,330.644.443.606,274.165.481.606,42.321.038.000,98.800.000.000,98.800.000.000,330644443606.0,330644443606.0,274165481606.0,42321038000.0,98800000000.0,98800000000.0
Ngân hàng Bảo Việt- Trung tâm Kinh doanh (1.3),Ngân hàng Bảo Việt- Trung tâm Kinh doanh (1.3),Ngân hàng Bảo Việt- Trung tâm Kinh doanh (1.3),250.000.000.000,250.000.000.000,250.000.000.000,-,-,-,250000000000.0,250000000000.0,250000000000.0,,,
Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),Ngân hàng Bảo Việt - Chi nhánh Hà Nội (1.2),80.644.443.606,80.644.443.606,24.165.481.606,42.321.038.000,98.800.000.000,98.800.000.000,80644443606.0,80644443606.0,24165481606.0,42321038000.0,98800000000.0,98800000000.0
Tổng,Tổng,Tổng,385.308.397.490,385.308.397.490,376.139.450.417,456.427.582.442,465.596.529.515,465.596.529.515,385308397490.0,385308397490.0,376139450417.0,456427582442.0,465596529515.0,465596529515.0
