row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,Nhà cửa và vật kiến trúc,48 - 50,
Quyền sử dụng đất,Quyền sử dụng đất,Quyền sử dụng đất,48 - 50,
"Máy móc, thiết bị","Quyền sử dụng đất > Máy móc, thiết bị","Máy móc, thiết bị",15,15.0
