row_label_raw,row_label_full,Công ty Cổ phần ECLIPSE Việt Nam > Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,31/12/2025VND > 525.532.173.154 > 49.599.459.981,01/01/2025VND > 537.983.264.500 > 108.086.259.981,numeric__31/12/2025VND > 525.532.173.154 > 49.599.459.981,numeric__01/01/2025VND > 537.983.264.500 > 108.086.259.981
Công ty Cổ phần xây dựng HP Thăng Long,Công ty Cổ phần xây dựng HP Thăng Long,Công ty Cổ phần xây dựng HP Thăng Long,453.106.353.302,344.160.993.989,453106353302.0,344160993989.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,82.213.502.763,19.684.715.578,82213502763.0,19684715578.0
Tổng,Tổng,Tổng,1.110.451.489.200,1.009.915.234.048,1110451489200.0,1009915234048.0
Trong đó: Trà trước cho các bên liên quan(Chi tiết trình bày tại Thuyết minh số 7.1),Trong đó: Trà trước cho các bên liên quan(Chi tiết trình bày tại Thuyết minh số 7.1),Trong đó: Trà trước cho các bên liên quan(Chi tiết trình bày tại Thuyết minh số 7.1),45.060.000.000,-,45060000000.0,
