row_label_raw,row_label_full,col_0,Năm 2025VND,Năm 2024VND,numeric__Năm 2025VND,numeric__Năm 2024VND
Lợi nhuận kế toán trước thuế thu nhập doanh nghiệp,Lợi nhuận kế toán trước thuế thu nhập doanh nghiệp,Lợi nhuận kế toán trước thuế thu nhập doanh nghiệp,136.121.241.003,107.973.184.188,136121241003.0,107973184188.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,116.737.252.712,78.906.818.491,116737252712.0,78906818491.0
Chi phí phát triển đất và xây dựng không được trừ,Chi phí phát triển đất và xây dựng không được trừ,Chi phí phát triển đất và xây dựng không được trừ,14.829.647.914,14.697.319.867,14829647914.0,14697319867.0
Chi phí dự án Phú Lâm,Chi phí dự án Phú Lâm,Chi phí dự án Phú Lâm,7.975.493.137,-,7975493137.0,
Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,Chi phí lãi vay không được trừ,78.932.111.661,14.209.498.624,78932111661.0,14209498624.0
Chi phí dự phòng phải thu khó đòi không được trừ,Chi phí dự phòng phải thu khó đòi không được trừ,Chi phí dự phòng phải thu khó đòi không được trừ,15.000.000.000,50.000.000.000,15000000000.0,50000000000.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,-,-,,
Lợi nhuận kế toán tính thuế thu nhập doanh nghiệp,Các khoản điều chỉnh giảm > Lợi nhuận kế toán tính thuế thu nhập doanh nghiệp,Lợi nhuận kế toán tính thuế thu nhập doanh nghiệp,252.858.493.715,186.880.002.679,252858493715.0,186880002679.0
Thuế suất thuế thu nhập doanh nghiệp,Các khoản điều chỉnh giảm > Thuế suất thuế thu nhập doanh nghiệp,Thuế suất thuế thu nhập doanh nghiệp,20%,20%,0.2,0.2
Thuế thu nhập doanh nghiệp hiện hành,Các khoản điều chỉnh giảm > Thuế thu nhập doanh nghiệp hiện hành,Thuế thu nhập doanh nghiệp hiện hành,50.571.698.743,37.376.000.536,50571698743.0,37376000536.0
Thuế thu nhập doanh nghiệp kỳ trước,Các khoản điều chỉnh giảm > Thuế thu nhập doanh nghiệp kỳ trước,Thuế thu nhập doanh nghiệp kỳ trước,2.211.196.720,-,2211196720.0,
Chi phí thuế thu nhập doanh nghiệp hiện hành,Các khoản điều chỉnh giảm > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,52.782.895.463,37.376.000.536,52782895463.0,37376000536.0
