row_label_raw,row_label_full,col_0,31/12/2025VND,01/01/2025VND,numeric__31/12/2025VND,numeric__01/01/2025VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,1.689.401.325.318,1.744.623.503.442,1689401325318.0,1744623503442.0
Kinh phí công đoàn,Kinh phí công đoàn,Kinh phí công đoàn,2.419.041.430,2.286.674.744,2419041430.0,2286674744.0
Bảo hiểm xã hội,Bảo hiểm xã hội,Bảo hiểm xã hội,-,125.047.500,,125047500.0
Bảo hiểm y tế,Bảo hiểm y tế,Bảo hiểm y tế,-,22.799.250,,22799250.0
Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,Bảo hiểm thất nghiệp,-,10.003.800,,10003800.0
Phải trả về quản lý tập trung (1),Phải trả về quản lý tập trung (1),Phải trả về quản lý tập trung (1),1.114.348.826.001,1.178.457.928.222,1114348826001.0,1178457928222.0
Quỹ bảo trì căn hộ,Quỹ bảo trì căn hộ,Quỹ bảo trì căn hộ,76.168.890.120,74.474.059.872,76168890120.0,74474059872.0
"Tiền thu từ các hợp đồng đặt cọc, vay vốn và hợp đồng khác liên quan đến các dự án bất động sản","Tiền thu từ các hợp đồng đặt cọc, vay vốn và hợp đồng khác liên quan đến các dự án bất động sản","Tiền thu từ các hợp đồng đặt cọc, vay vốn và hợp đồng khác liên quan đến các dự án bất động sản",411.614.466.500,250.335.270.000,411614466500.0,250335270000.0
Nhận tiền cọc từ hợp đồng cho thuê tại dự án Phú Lâm (2),Nhận tiền cọc từ hợp đồng cho thuê tại dự án Phú Lâm (2),Nhận tiền cọc từ hợp đồng cho thuê tại dự án Phú Lâm (2),55.914.840.190,176.991.281.269,55914840190.0,176991281269.0
"Phải trả, phải nộp khác","Phải trả, phải nộp khác","Phải trả, phải nộp khác",28.935.261.077,61.920.438.785,28935261077.0,61920438785.0
Dài hạn,Dài hạn,Dài hạn,877.429.700.000,331.194.885.791,877429700000.0,331194885791.0
"Phải trả theo hợp đồng hợp tác đầu tư, ủy thác kinh doanh (3)","Phải trả theo hợp đồng hợp tác đầu tư, ủy thác kinh doanh (3)","Phải trả theo hợp đồng hợp tác đầu tư, ủy thác kinh doanh (3)",877.429.700.000,331.194.885.791,877429700000.0,331194885791.0
Tổng,Tổng,Tổng,2.566.831.025.318,2.075.818.389.233,2566831025318.0,2075818389233.0
"Trong đó, phải trả là các bên liên quan(Chi tiết tại Thuyết minh số 7.1)","Trong đó, phải trả là các bên liên quan(Chi tiết tại Thuyết minh số 7.1)","Trong đó, phải trả là các bên liên quan(Chi tiết tại Thuyết minh số 7.1)",1.235.941.826.001,1.372.437.989.013,1235941826001.0,1372437989013.0
