row_label_raw,row_label_full,col_0,Vốn đầu tư của chủ sở hữu,Thặng dư vốn cổ phần,Lợi nhuận sau thuế chưa phân phối (*),Tổng,numeric__Vốn đầu tư của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Lợi nhuận sau thuế chưa phân phối (*),numeric__Tổng
Số dư tại 01/01/2024,Số dư tại 01/01/2024,Số dư tại 01/01/2024,3.041.685.810.000,60.986.800.000,232.304.288.677,3.334.976.898.677,3041685810000.0,60986800000.0,232304288677.0,3334976898677.0
Lãi trong năm trước,Lãi trong năm trước,Lãi trong năm trước,-,-,70.597.183.652,70.597.183.652,,,70597183652.0,70597183652.0
Thù lao HĐQT,Thù lao HĐQT,Thù lao HĐQT,-,-,(640.000.000),(640.000.000),,,-640000000.0,-640000000.0
Số dư tại 31/12/2024,Số dư tại 31/12/2024,Số dư tại 31/12/2024,3.041.685.810.000,60.986.800.000,302.261.472.329,3.404.934.082.329,3041685810000.0,60986800000.0,302261472329.0,3404934082329.0
Số dư tại 01/01/2025,Số dư tại 01/01/2025,Số dư tại 01/01/2025,3.041.685.810.000,60.986.800.000,302.261.472.329,3.404.934.082.329,3041685810000.0,60986800000.0,302261472329.0,3404934082329.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,83.338.345.540,83.338.345.540,,,83338345540.0,83338345540.0
Thù lao HĐQT,Thù lao HĐQT,Thù lao HĐQT,-,-,(3.120.000.000),(3.120.000.000),,,-3120000000.0,-3120000000.0
Số dư tại 31/12/2025,Số dư tại 31/12/2025,Số dư tại 31/12/2025,3.041.685.810.000,60.986.800.000,382.479.817.869,3.485.152.427.869,3041685810000.0,60986800000.0,382479817869.0,3485152427869.0
