row_label_raw,row_label_full,col_0,31/12/2024VND,01/01/2024VND,numeric__31/12/2024VND,numeric__01/01/2024VND
- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,301.142.006.909,403.104.281.932,301142006909.0,403104281932.0
- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,13.480.182.562,14.775.208.782,13480182562.0,14775208782.0
- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,12.220.241.902,12.431.428.564,12220241902.0,12431428564.0
- Chi phí sửa chữa,- Chi phí sửa chữa,- Chi phí sửa chữa,-,1.920.742.898,,1920742898.0
- (Lãi)/ Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,- (Lãi)/ Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,- (Lãi)/ Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,(19.330.393.933),271.087.007,-19330393933.0,271087007.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,307.512.037.440,432.502.749.183,307512037440.0,432502749183.0
- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,402.916.715,194.031.922,402916715.0,194031922.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,402.916.715,194.031.922,402916715.0,194031922.0
- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,- Dự phòng nợ phải thu khó đòi,101.962.275.023,(268.192.639.395),101962275023.0,-268192639395.0
- Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,- Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,- Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền và phải thu có gốc ngoại tệ,19.601.480.940,2.656.646.963,19601480940.0,2656646963.0
- Chi phí sửa chữa,- Chi phí sửa chữa,- Chi phí sửa chữa,1.920.742.898,2.508.977.594,1920742898.0,2508977594.0
- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,- Trích trước chi phí thuê đất,1.295.026.220,(2.195.519.323),1295026220.0,-2195519323.0
- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,- Khấu hao tài sản cố định tạm tăng,211.186.662,(3.327.264.227),211186662.0,-3327264227.0
- Lỗ tính thuế chưa sử dụng của Công ty con,- Lỗ tính thuế chưa sử dụng của Công ty con,- Lỗ tính thuế chưa sử dụng của Công ty con,208.884.793,3.198.856.808,208884793.0,3198856808.0
- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,- Dự phòng các khoản đầu tư tài chính,-,(84.017.112),,-84017112.0
Chi phí/(Thu nhập) thuế thu nhập hoãn lại,Chi phí/(Thu nhập) thuế thu nhập hoãn lại,Chi phí/(Thu nhập) thuế thu nhập hoãn lại,125.199.596.536,(265.434.958.692),125199596536.0,-265434958692.0
