row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,14.464.782.543.508,10.492.082.325.453,1.0,,14464782543508.0,10492082325453.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
Khấu hao tài sản cố định,Điều chỉnh cho các khoản > Khấu hao tài sản cố định,Khấu hao tài sản cố định,02,,2.289.294.864.854,2.363.750.979.687,2.0,,2289294864854.0,2363750979687.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,(57.480.182.327),2.471.130.091.884,3.0,,-57480182327.0,2471130091884.0
(Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Điều chỉnh cho các khoản > (Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,(Lãi) các khoản chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,(394.110.693.316),(384.721.363.391),4.0,,-394110693316.0,-384721363391.0
(Lãi) hoạt động đầu tư,Điều chỉnh cho các khoản > (Lãi) hoạt động đầu tư,(Lãi) hoạt động đầu tư,05,,(1.621.805.797.332),(2.022.382.895.179),5.0,,-1621805797332.0,-2022382895179.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,60.523.614.159,66.912.656.317,6.0,,60523614159.0,66912656317.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,14.741.204.349.546,12.986.771.794.771,8.0,,14741204349546.0,12986771794771.0
(Tăng) các khoản phải thu,Điều chỉnh cho các khoản > (Tăng) các khoản phải thu,(Tăng) các khoản phải thu,09,,(2.643.930.560.514),(3.426.181.057.019),9.0,,-2643930560514.0,-3426181057019.0
"Giảm, (tăng) hàng tồn kho","Điều chỉnh cho các khoản > Giảm, (tăng) hàng tồn kho","Giảm, (tăng) hàng tồn kho",10,,158.703.676.253,(19.606.784.978),10.0,,158703676253.0,-19606784978.0
"Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Điều chỉnh cho các khoản > Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,,334.044.093.621,159.201.465.001,11.0,,334044093621.0,159201465001.0
Giảm chi phí trả trước,Điều chỉnh cho các khoản > Giảm chi phí trả trước,Giảm chi phí trả trước,12,,24.100.267.685,55.141.752.489,12.0,,24100267685.0,55141752489.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(62.024.614.159),(68.527.656.317),14.0,,-62024614159.0,-68527656317.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(2.417.501.594.464),(2.000.600.000.000),15.0,,-2417501594464.0,-2000600000000.0
Tiền chi khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,17,,(560.417.661.905),(717.278.822.519),17.0,,-560417661905.0,-717278822519.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,9.574.177.956.063,6.968.920.691.428,20.0,,9574177956063.0,6968920691428.0
Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chi để mua sắm, xây dựng tài sản cố định","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi để mua sắm, xây dựng tài sản cố định","Tiền chi để mua sắm, xây dựng tài sản cố định",21,,(13.262.935.015.600),(12.893.971.902.517),21.0,,-13262935015600.0,-12893971902517.0
"Tiền thu thanh lý, nhượng bán tài sản cố định","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu thanh lý, nhượng bán tài sản cố định","Tiền thu thanh lý, nhượng bán tài sản cố định",22,,3.434.027.939,665.491.038,22.0,,3434027939.0,665491038.0
"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,(1.505.500.000.000),(2.052.700.000.000),23.0,,-1505500000000.0,-2052700000000.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,7.152.700.000.000,6.655.100.000.000,24.0,,7152700000000.0,6655100000000.0
"Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu lãi vay, cổ tức và lợi nhuận được chia","Tiền thu lãi vay, cổ tức và lợi nhuận được chia",27,,1.812.311.078.304,2.017.843.418.825,27.0,,1812311078304.0,2017843418825.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền từ hoạt động đầu tư > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(5.799.989.909.357),(6.273.062.992.654),30.0,,-5799989909357.0,-6273062992654.0
