row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị VND,31/12/2024 > Dự phòng VND,01/01/2024 > Giá trị VND,01/01/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị VND,numeric__31/12/2024 > Dự phòng VND,numeric__01/01/2024 > Giá trị VND,numeric__01/01/2024 > Dự phòng VND
Ngắn hạn,Ngắn hạn,Ngắn hạn,651.418.449.049,-,989.358.609.369,-,651418449049.0,,989358609369.0,
- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,- Lãi tiền gửi có kỳ hạn,468.435.551.237,-,794.670.322.735,-,468435551237.0,,794670322735.0,
- Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,68.398.481.485,-,68.979.496.633,-,68398481485.0,,68979496633.0,
- Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý bay Việt Nam,- Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý bay Việt Nam,- Bàn giao tài sản khí tượng cho Tổng Công ty Quản lý bay Việt Nam,52.411.366.089,-,52.411.366.089,-,52411366089.0,,52411366089.0,
- Thuế giá trị gia tăng đầu vào chưa được kê khai khấu trừ,- Thuế giá trị gia tăng đầu vào chưa được kê khai khấu trừ,- Thuế giá trị gia tăng đầu vào chưa được kê khai khấu trừ,24.947.925.206,-,8.977.243.738,-,24947925206.0,,8977243738.0,
- Tạm ứng,- Tạm ứng,- Tạm ứng,12.134.502.170,-,9.599.370.436,-,12134502170.0,,9599370436.0,
"- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",-,-,26.250.000.000,-,,,26250000000.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,25.090.622.862,-,28.470.809.738,-,25090622862.0,,28470809738.0,
Dài hạn,Dài hạn,Dài hạn,265.501.804.717,-,265.501.804.717,-,265501804717.0,,265501804717.0,
- Phải thu chi phí đền bù giải phóng mặt bằng đối với diện tích không được bàn giao sử dụng tại Phú Quốc,- Phải thu chi phí đền bù giải phóng mặt bằng đối với diện tích không được bàn giao sử dụng tại Phú Quốc,- Phải thu chi phí đền bù giải phóng mặt bằng đối với diện tích không được bàn giao sử dụng tại Phú Quốc,184.565.128.906,-,184.565.128.906,-,184565128906.0,,184565128906.0,
- Khoản ứng trước cho Trung tâm phát triển quỹ đất huyện Sóc Sơn tiền giải phóng mặt bằng T2 Nội Bài,- Khoản ứng trước cho Trung tâm phát triển quỹ đất huyện Sóc Sơn tiền giải phóng mặt bằng T2 Nội Bài,- Khoản ứng trước cho Trung tâm phát triển quỹ đất huyện Sóc Sơn tiền giải phóng mặt bằng T2 Nội Bài,80.936.675.811,-,80.936.675.811,-,80936675811.0,,80936675811.0,
Công,Công,Công,916.920.253.766,-,1.254.860.414.086,-,916920253766.0,,1254860414086.0,
