row_label_raw,row_label_full,col_0,31/12/2024 > Giá gốc VND,31/12/2024 > Giá trị ghi sổ VND,01/01/2024 > Giá gốc VND,01/01/2024 > Giá trị ghi sổ VND,numeric__31/12/2024 > Giá gốc VND,numeric__31/12/2024 > Giá trị ghi sổ VND,numeric__01/01/2024 > Giá gốc VND,numeric__01/01/2024 > Giá trị ghi sổ VND
Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),20.248.500.000.000,20.248.500.000.000,25.895.700.000.000,25.895.700.000.000,20248500000000.0,20248500000000.0,25895700000000.0,25895700000000.0
Cộng,Cộng,Cộng,20.248.500.000.000,20.248.500.000.000,25.895.700.000.000,25.895.700.000.000,20248500000000.0,20248500000000.0,25895700000000.0,25895700000000.0
