row_label_raw,row_label_full,31/12/2024,31/12/2024_1,01/01/2024,01/01/2024_1,numeric__31/12/2024_1,numeric__01/01/2024,numeric__01/01/2024_1
Giá gốc VND,Giá gốc VND,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,
6.430.505.184.602,Giá gốc VND > 6.430.505.184.602,6.430.505.184.602,(3.663.066.570.184),5.689.632.085.892,(3.723.192.192.836),-3663066570184.0,5689632085892.0,-3723192192836.0
2.360.923.707.370,Giá gốc VND > 2.360.923.707.370,2.360.923.707.370,(2.360.923.707.370),2.099.567.054.341,(2.099.567.054.341),-2360923707370.0,2099567054341.0,-2099567054341.0
1.740.764.646.813,Giá gốc VND > 1.740.764.646.813,1.740.764.646.813,(34.215.164.838),1.231.131.955.271,(141.689.154.957),-34215164838.0,1231131955271.0,-141689154957.0
1.059.178.849.158,Giá gốc VND > 1.059.178.849.158,1.059.178.849.158,-,1.233.834.668.259,(359.872.011.607),,1233834668259.0,-359872011607.0
887.868.598.186,Giá gốc VND > 887.868.598.186,887.868.598.186,(887.868.598.186),839.370.789.382,(839.370.789.382),-887868598186.0,839370789382.0,-839370789382.0
345.048.558.423,Giá gốc VND > 345.048.558.423,345.048.558.423,(345.048.558.423),244.549.126.808,(244.549.126.808),-345048558423.0,244549126808.0,-244549126808.0
25.907.942.217,Giá gốc VND > 25.907.942.217,25.907.942.217,(25.907.942.217),25.907.942.217,(25.907.942.217),-25907942217.0,25907942217.0,-25907942217.0
10.812.882.435,Giá gốc VND > 10.812.882.435,10.812.882.435,(9.102.599.150),15.270.549.614,(12.236.113.524),-9102599150.0,15270549614.0,-12236113524.0
2.800.000.200,Giá gốc VND > 2.800.000.200,2.800.000.200,(2.800.000.200),2.800.000.200,(2.800.000.200),-2800000200.0,2800000200.0,-2800000200.0
2.800.000.200,Giá gốc VND > 2.800.000.200,2.800.000.200,(2.800.000.200),2.800.000.200,(2.800.000.200),-2800000200.0,2800000200.0,-2800000200.0
6.433.305.184.802,Giá gốc VND > 6.433.305.184.802,6.433.305.184.802,(3.665.866.570.384),5.692.432.086.092,(3.725.992.193.036),-3665866570384.0,5692432086092.0,-3725992193036.0
