row_label_raw,row_label_full,col_0,col_1,Năm 2024VND,Năm 2023VND,numeric__col_1,numeric__Năm 2024VND,numeric__Năm 2023VND
,,,,17.831.182.320,13.983.971.670,,17831182320.0,13983971670.0
"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trưởng","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trưởng","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trưởng","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trưởng","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trưởng","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trưởng",,,
Ông Lại Xuân Thanh,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trưởng > Ông Lại Xuân Thanh",Ông Lại Xuân Thanh,Chủ tịch - đến ngày 01/09/2024,1.488.019.751,1.543.391.854,,1488019751.0,1543391854.0
Ông Vũ Thế Phiệt,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trưởng > Ông Vũ Thế Phiệt",Ông Vũ Thế Phiệt,Tổng Giám đốc - đến ngày 06/09/2024,1.756.563.181,1.522.223.421,,1756563181.0,1522223421.0
Ông Vũ Thế Phiệt,Ông Vũ Thế Phiệt,Ông Vũ Thế Phiệt,Chủ tịch - từ ngày 06/09/2024,,,,,
Ông Đào Việt Dũng,Ông Vũ Thế Phiệt > Ông Đào Việt Dũng,Ông Đào Việt Dũng,Thành viên,1.622.774.516,1.442.278.293,,1622774516.0,1442278293.0
Bà Lê Thị Diệu Thúy,Ông Vũ Thế Phiệt > Bà Lê Thị Diệu Thúy,Bà Lê Thị Diệu Thúy,Thành viên,1.601.710.482,1.420.628.490,,1601710482.0,1420628490.0
Ông Lê Văn Kiên,Ông Vũ Thế Phiệt > Ông Lê Văn Kiên,Ông Lê Văn Kiên,Thành viên,1.561.901.201,1.296.434.077,,1561901201.0,1296434077.0
Bà Nguyễn Thị Hồng Phượng,Ông Vũ Thế Phiệt > Bà Nguyễn Thị Hồng Phượng,Bà Nguyễn Thị Hồng Phượng,Thành viên,1.578.141.792,1.312.217.318,,1578141792.0,1312217318.0
Ông Nguyễn Ngọc Quý,Ông Vũ Thế Phiệt > Ông Nguyễn Ngọc Quý,Ông Nguyễn Ngọc Quý,Thành viên,1.310.544.122,579.795.010,,1310544122.0,579795010.0
Ông Nguyễn Đức Hùng,Ông Vũ Thế Phiệt > Ông Nguyễn Đức Hùng,Ông Nguyễn Đức Hùng,Phó Tổng Giám đốc,1.554.716.969,1.378.629.151,,1554716969.0,1378629151.0
Ông Trần Anh Vũ,Ông Vũ Thế Phiệt > Ông Trần Anh Vũ,Ông Trần Anh Vũ,Phó Tổng Giám đốc,1.514.949.610,1.275.328.208,,1514949610.0,1275328208.0
Ông Nguyễn Tiến Việt,Ông Vũ Thế Phiệt > Ông Nguyễn Tiến Việt,Ông Nguyễn Tiến Việt,Phó Tổng Giám đốc,1.529.575.878,1.284.227.687,,1529575878.0,1284227687.0
Ông Nguyễn Cao Cường,Ông Vũ Thế Phiệt > Ông Nguyễn Cao Cường,Ông Nguyễn Cao Cường,Phó Tổng Giám đốc,1.055.813.575,361.512.501,,1055813575.0,361512501.0
Ông Nguyễn Văn Nhung,Ông Vũ Thế Phiệt > Ông Nguyễn Văn Nhung,Ông Nguyễn Văn Nhung,Kế toán trưởng,1.256.471.243,567.305.660,,1256471243.0,567305660.0
Ban kiểm soát,Ông Vũ Thế Phiệt > Ban kiểm soát,Ban kiểm soát,Ban kiểm soát,3.349.829.395,2.912.236.559,,3349829395.0,2912236559.0
Bà Huỳnh Thị Diệu,Ông Vũ Thế Phiệt > Bà Huỳnh Thị Diệu,Bà Huỳnh Thị Diệu,Trường ban,1.522.670.524,1.353.221.469,,1522670524.0,1353221469.0
Ông Nguyễn Hữu Phúc,Ông Vũ Thế Phiệt > Ông Nguyễn Hữu Phúc,Ông Nguyễn Hữu Phúc,Thành viên,934.396.616,821.285.419,,934396616.0,821285419.0
Ông Lương Quốc Bình,Ông Vũ Thế Phiệt > Ông Lương Quốc Bình,Ông Lương Quốc Bình,Thành viên,892.762.255,737.729.671,,892762255.0,737729671.0
