row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,803.060.823.467,743.937.449.170,803060823467.0,743937449170.0
- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,513.238.889.968,483.299.050.989,513238889968.0,483299050989.0
- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,172.896.881.831,155.898.579.327,172896881831.0,155898579327.0
- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,96.983.613.434,87.879.639.820,96983613434.0,87879639820.0
- Công ty Cổ phần Vận tải Hàng khôngMiền Nam,- Công ty Cổ phần Vận tải Hàng khôngMiền Nam,- Công ty Cổ phần Vận tải Hàng khôngMiền Nam,11.451.756.002,9.408.414.917,11451756002.0,9408414917.0
- Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCăng Hàng không Miền Nam,- Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCăng Hàng không Miền Nam,- Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCăng Hàng không Miền Nam,8.465.893.344,7.433.436.845,8465893344.0,7433436845.0
- Công ty Cổ phần Thương mại Hàng khôngMiền Nam,- Công ty Cổ phần Thương mại Hàng khôngMiền Nam,- Công ty Cổ phần Thương mại Hàng khôngMiền Nam,23.788.888,18.327.272,23788888.0,18327272.0
Mua hàng với các bên liên quan,Mua hàng với các bên liên quan,Mua hàng với các bên liên quan,42.811.097.321,40.595.598.282,42811097321.0,40595598282.0
- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,31.319.697.355,25.168.009.055,31319697355.0,25168009055.0
- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,- Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,7.790.070.165,8.427.368.108,7790070165.0,8427368108.0
- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,2.376.298.681,1.829.288.339,2376298681.0,1829288339.0
- Công ty Cổ phần Vận tải Hàng khôngMiền Nam,- Công ty Cổ phần Vận tải Hàng khôngMiền Nam,- Công ty Cổ phần Vận tải Hàng khôngMiền Nam,745.593.839,4.373.970.043,745593839.0,4373970043.0
- Công ty Cổ phần Thương mại Hàng khôngMiền Nam,- Công ty Cổ phần Thương mại Hàng khôngMiền Nam,- Công ty Cổ phần Thương mại Hàng khôngMiền Nam,579.437.281,796.962.737,579437281.0,796962737.0
Doanh thu hoạt động tài chính với các bên liên quan,Doanh thu hoạt động tài chính với các bên liên quan,Doanh thu hoạt động tài chính với các bên liên quan,177.787.192.700,211.258.627.342,177787192700.0,211258627342.0
- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,- Công ty Cổ phần Dịch vụ Hàng khôngSân bay Tân Sơn Nhất,106.509.829.200,143.978.231.600,106509829200.0,143978231600.0
- Công ty Cổ phần Dịch vụ Mặt đất Sài Gòn,- Công ty Cổ phần Dịch vụ Mặt đất Sài Gòn,- Công ty Cổ phần Dịch vụ Mặt đất Sài Gòn,40.320.127.500,40.320.127.500,40320127500.0,40320127500.0
- Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCăng Hàng không Miền Nam,- Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCăng Hàng không Miền Nam,- Công ty TNHH Dịch vụ Bảo dưỡng Máy bayCăng Hàng không Miền Nam,15.577.236.000,13.363.020.000,15577236000.0,13363020000.0
- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,- Công ty Cổ phần Phục vụ Mặt đất Hà Nội,15.380.000.000,13.597.248.242,15380000000.0,13597248242.0
