row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,Quá hạnTriệu VND,Khôngchịu lãiTriệu VND,Dưới1 thángTriệu VND,Từ 1 đến3 thángTriệu VND,Từ trên 3đến 6 thángTriệu VND,Từ trên 6đến 12 thángTriệu VND,Từ trên 1đến 5 nămTriệu VND,Trên 5 nămTriệu VND,TổngTriệu VND,numeric__Quá hạnTriệu VND,numeric__Khôngchịu lãiTriệu VND,numeric__Dưới1 thángTriệu VND,numeric__Từ 1 đến3 thángTriệu VND,numeric__Từ trên 3đến 6 thángTriệu VND,numeric__Từ trên 6đến 12 thángTriệu VND,numeric__Từ trên 1đến 5 nămTriệu VND,numeric__Trên 5 nămTriệu VND,numeric__TổngTriệu VND
Tài sản,Tài sản,Tài sản,,,,,,,,,,,,,,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",-,2.356.196,-,-,-,-,-,-,2.356.196,,2356196.0,,,,,,,2356196.0
Tiền gửi tại NHNNVN,Tài sản > Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,-,-,6.412.125,-,-,-,-,-,6.412.125,,,6412125.0,,,,,,6412125.0
Tiền gửi và cho vay các tổ chức tín dụng khác,Tài sản > Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,-,-,16.756.762,2.294.102,-,-,-,-,19.050.864,,,16756762.0,2294102.0,,,,,19050864.0
Cho vay khách hàng – gộp (*),Tài sản > Cho vay khách hàng – gộp (*),Cho vay khách hàng – gộp (*),2.547.711,-,56.830.771,13.777.578,12.948.973,6.384.738,3.320.296,8.232.510,104.042.577,2547711.0,,56830771.0,13777578.0,12948973.0,6384738.0,3320296.0,8232510.0,104042577.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,-,5.685.202,50.017,652.139,2.102.801,2.261.242,6.386.457,57.338,17.195.196,,5685202.0,50017.0,652139.0,2102801.0,2261242.0,6386457.0,57338.0,17195196.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",-,1.065.566,-,-,-,-,-,-,1.065.566,,1065566.0,,,,,,,1065566.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,3.509.309,-,-,-,-,-,-,3.509.309,,3509309.0,,,,,,,3509309.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,313.894,3.351.913,-,-,-,-,-,-,3.665.807,313894.0,3351913.0,,,,,,,3665807.0
Tổng tài sản (1),Tài sản > Tổng tài sản (1),Tổng tài sản (1),2.861.605,15.968.186,80.049.675,16.723.819,15.051.774,8.645.980,9.706.753,8.289.848,157.297.640,2861605.0,15968186.0,80049675.0,16723819.0,15051774.0,8645980.0,9706753.0,8289848.0,157297640.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,,,,,,,,,,
Các khoản nợ NHNNVN,Nợ phải trả > Các khoản nợ NHNNVN,Các khoản nợ NHNNVN,-,-,3.423,24.384,15.182,6.338,-,-,49.327,,,3423.0,24384.0,15182.0,6338.0,,,49327.0
Tiền gửi và vay các tổ chức tín dụng khác,Nợ phải trả > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,-,-,7.095.818,6.470.180,2.445.066,-,-,-,16.011.064,,,7095818.0,6470180.0,2445066.0,,,,16011064.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,37.040.467,29.190.609,23.909.592,16.249.644,13.035.923,281,119.426.516,,,37040467.0,29190609.0,23909592.0,16249644.0,13035923.0,281.0,119426516.0
Các công cụ tài chính phải sinh và khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và khoản nợ tài chính khác,Các công cụ tài chính phải sinh và khoản nợ tài chính khác,-,59.258,-,-,-,-,-,-,59.258,,59258.0,,,,,,,59258.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,3.161.819,-,-,-,-,-,-,3.161.819,,3161819.0,,,,,,,3161819.0
Tổng nợ phải trả (2),Nợ phải trả > Tổng nợ phải trả (2),Tổng nợ phải trả (2),-,3.221.077,44.139.708,35.685.173,26.369.840,16.255.982,13.035.923,281,138.707.984,,3221077.0,44139708.0,35685173.0,26369840.0,16255982.0,13035923.0,281.0,138707984.0
Mức chênh nhạy cảm với lãi suất nội bảng [(3)=(1)-(2)],Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng [(3)=(1)-(2)],Mức chênh nhạy cảm với lãi suất nội bảng [(3)=(1)-(2)],2.861.605,12.747.109,35.909.967,(18.961.354),(11.318.066),(7.610.002),(3.329.170),8.289.567,18.589.656,2861605.0,12747109.0,35909967.0,-18961354.0,-11318066.0,-7610002.0,-3329170.0,8289567.0,18589656.0
Mức chênh nhạy cảm với lãi suất ngoại bảng (4),Mức chênh nhạy cảm với lãi suất ngoại bảng (4),Mức chênh nhạy cảm với lãi suất ngoại bảng (4),-,-,-,-,-,-,-,-,-,,,,,,,,,
