row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2019 Triệu VND,31/12/2018 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2019 Triệu VND,numeric__31/12/2018 Triệu VND
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Ngân hàng Nhà nước Việt Nam,15,41.479,49.327,,15.0,41479.0,49327.0
II,B > II,II,Tiền gửi và vay các tổ chức tín dụng khác,16,8.643.183,16.011.064,,16.0,8643183.0,16011064.0
1,B > 1,1,Tiền gửi của các tổ chức tín dụng khác,,8.063.808,10.571.394,,,8063808.0,10571394.0
2,B > 2,2,Vay các tổ chức tín dụng khác,,579.375,5.439.670,,,579375.0,5439670.0
III,B > III,III,Tiền gửi của khách hàng,17,139.461.294,119.426.516,,17.0,139461294.0,119426516.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và các nợ phải trả tài chính khác,7,-,59.258,,7.0,,59258.0
VII,B > VII,VII,Các khoản nợ khác,18,3.939.020,3.161.819,,18.0,3939020.0,3161819.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,3.039.968,2.193.510,,,3039968.0,2193510.0
3,B > 3,3,Các khoản phải trả và công nợ khác,,899.052,879.519,,,899052.0,879519.0
4,B > 4,4,Dự phòng rủi ro khác,,-,88.790,,,,88790.0
,,,TỔNG NỘ PHẢI TRẢ,,152.084.976,138.707.984,,,152084976.0,138707984.0
,,,VỐN CHỦ SỞ HỮU,,,,,,,
VIII,B > VIII,VIII,Vốn chủ sở hữu,20,15.674.811,14.822.245,,20.0,15674811.0,14822245.0
1,B > 1,1,Vốn,,12.448.674,12.448.674,,,12448674.0,12448674.0
a,B > a,a,Vốn điều lệ,,12.355.229,12.355.229,,,12355229.0,12355229.0
b,B > b,b,"Vốn đầu tư xây dựng cơ bản, mua sắm tài sản cố định",,15.396,15.396,,,15396.0,15396.0
c,B > c,c,Thặng dư vốn cổ phần,,156.322,156.322,,,156322.0,156322.0
d,B > d,d,Cổ phiếu quỹ,,(78.273),(78.273),,,-78273.0,-78273.0
2,B > 2,2,Các quỹ,,1.803.839,1.676.255,,,1803839.0,1676255.0
5,B > 5,5,Lợi nhuận chưa phân phối,,1.422.298,697.316,,,1422298.0,697316.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,15.674.811,14.822.245,,,15674811.0,14822245.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,167.759.787,153.530.229,,,167759787.0,153530229.0
