row_label_raw,row_label_full,col_0,col_1,2019Triệu VND,2018Triệu VND,numeric__col_1,numeric__2019Triệu VND,numeric__2018Triệu VND
,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
01,01,01,Mua sắm tài sản cố định,(234.266),(180.545),,-234266.0,-180545.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",442.281,104.228,,442281.0,104228.0
08,08,08,"Tiền thu từ thanh lý đầu tư, góp vốn vào đơn vị khác",655.000,1.736.285,,655000.0,1736285.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn",4.659,1.679,,4659.0,1679.0
II,II,II,LU'U CHUYÊN TIỀN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,867.674,1.661.647,,867674.0,1661647.0
,,,LU'U CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,04,04,Cổ tức trả cho cổ đông,-,(10),,,-10.0
III,III,III,LU'U CHUYÊN TIỀN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,-,(10),,,-10.0
IV,IV,IV,LU'U CHUYÊN TIỀN THUÀN TRONG NĂM,6.406.326,5.014.102,,6406326.0,5014102.0
V,V,V,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIẾNTẠI THỜI ĐIỂM ĐẦU NĂM,27.819.185,22.805.083,,27819185.0,22805083.0
VII,VII,VII,TIỀN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀN TẠITHỜI ĐIỂM CUỐI NĂM (THUYẾT MINH 30),34.225.511,27.819.185,,34225511.0,27819185.0
