row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,A - TÀI SẢN NGĂN HẠN,100,,243.456.067.935,1.150.046.376.161,100.0,,243456067935.0,1150046376161.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,,33.391.595.439,16.483.670.555,110.0,,33391595439.0,16483670555.0
1. Tiền,1. Tiền,1. Tiền,111,4,33.391.595.439,16.483.670.555,111.0,4.0,33391595439.0,16483670555.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,91.690.000.000,807.577.048.455,120.0,5.0,91690000000.0,807577048455.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,,91.690.000.000,807.577.048.455,123.0,,91690000000.0,807577048455.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,16.451.331.459,83.789.998.024,130.0,,16451331459.0,83789998024.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,,13.999.218.182,2.800.218.182,131.0,,13999218182.0,2800218182.0
2. Phải thu ngắn hạn khác,2. Phải thu ngắn hạn khác,2. Phải thu ngắn hạn khác,136,6,2.452.113.277,80.989.779.842,136.0,6.0,2452113277.0,80989779842.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,97.756.974.200,223.800.546.827,140.0,,97756974200.0,223800546827.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,7,110.597.545.856,233.912.560.489,141.0,7.0,110597545856.0,233912560489.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(12.840.571.656),(10.112.013.662),149.0,,-12840571656.0,-10112013662.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,4.166.166.837,18.395.112.300,150.0,,4166166837.0,18395112300.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,20.520.794,24.416.666,151.0,,20520794.0,24416666.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,4.145.646.043,18.370.695.634,152.0,,4145646043.0,18370695634.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,,-,-,153.0,,,
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,3.359.113.897.942,1.958.572.178.738,200.0,,3359113897942.0,1958572178738.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,-,499.706.000.000,210.0,,,499706000000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,6,-,499.706.000.000,216.0,6.0,,499706000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,9.600.227.619,3.870.808.671,220.0,,9600227619.0,3870808671.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,8,9.600.227.619,3.870.808.671,221.0,8.0,9600227619.0,3870808671.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,15.266.879.337,9.740.263.337,222.0,,15266879337.0,9740263337.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(5.666.651.718),(5.869.454.666),223.0,,-5666651718.0,-5869454666.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,2.128.409.091,2.128.409.091,240.0,,2128409091.0,2128409091.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,2.128.409.091,2.128.409.091,242.0,,2128409091.0,2128409091.0
IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,IV. Đầu tư tài chính dài hạn,250,5,3.347.372.297.286,1.452.832.297.286,250.0,5.0,3347372297286.0,1452832297286.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,1.029.032.297.286,1.029.032.297.286,251.0,,1029032297286.0,1029032297286.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,2.318.340.000.000,423.800.000.000,252.0,,2318340000000.0,423800000000.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,260,,12.963.946,34.663.690,260.0,,12963946.0,34663690.0
