row_label_raw,row_label_full,Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại,Năm nayVND > Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại,Năm trướcVND > Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại,numeric__Năm nayVND > Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại,numeric__Năm trướcVND > Thuế thu nhập doanh nghiệp phải nộp cho năm hiện tại
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,223.069.639.984,130.436.890.646,223069639984.0,130436890646.0
Hoạt động kinh doanh chính,Hoạt động kinh doanh chính,Hoạt động kinh doanh chính,223.069.639.984,130.436.890.646,223069639984.0,130436890646.0
Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,Điều chỉnh cho thu nhập chịu thuế,(176.842.426.697),(55.497.626.028),-176842426697.0,-55497626028.0
Trừ: Thu nhập không chịu thuế (*),Trừ: Thu nhập không chịu thuế (*),Trừ: Thu nhập không chịu thuế (*),(182.346.895.739),(60.153.854.261),-182346895739.0,-60153854261.0
Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,5.504.469.042,4.656.228.233,5504469042.0,4656228233.0
Thu nhập chịu thuế,Thu nhập chịu thuế,Thu nhập chịu thuế,46.227.213.287,74.939.264.618,46227213287.0,74939264618.0
Thuế suất thông thường,Thuế suất thông thường,Thuế suất thông thường,20%,20%,0.2,0.2
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.245.442.657,14.987.852.925,9245442657.0,14987852925.0
Chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập hiện hành,Chi phí thuế thu nhập hiện hành,9.245.442.657,14.987.852.925,9245442657.0,14987852925.0
