row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị VND,Số đầu năm > Số có khả năng trả nợ VND,Trong kỳ > Tăng VND,Trong kỳ > Giảm VND,Số cuối năm > Giá trị VND,Số cuối năm > Số có khả năng trả nợ VND,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Số có khả năng trả nợ VND,numeric__Trong kỳ > Tăng VND,numeric__Trong kỳ > Giảm VND,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,-,275.475.000.000,32.000.000.000,243.475.000.000,243.475.000.000,,,275475000000.0,32000000000.0,243475000000.0,243475000000.0
Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,Công ty TNHH Pruksa Việt Nam,-,-,275.475.000.000,32.000.000.000,243.475.000.000,243.475.000.000,,,275475000000.0,32000000000.0,243475000000.0,243475000000.0
Cộng,Cộng,Cộng,-,-,275.475.000.000,32.000.000.000,243.475.000.000,243.475.000.000,,,275475000000.0,32000000000.0,243475000000.0,243475000000.0
