row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Các khoản chi phí bán hàng phát sinh,Các khoản chi phí bán hàng phát sinh,Các khoản chi phí bán hàng phát sinh,3.279.462.046,3.789.953.134,3279462046.0,3789953134.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,476.641.154,202.679.943,476641154.0,202679943.0
Chi phí đại lý bán hàng,Chi phí đại lý bán hàng,Chi phí đại lý bán hàng,-,886.000.000,,886000000.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,128.864.436,59.158.786,128864436.0,59158786.0
Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng khác,Các khoản chi phí bán hàng khác,2.673.956.456,2.642.114.405,2673956456.0,2642114405.0
Các khoản chi phí quản lý doanh nghiệp phát sinh,Các khoản chi phí quản lý doanh nghiệp phát sinh,Các khoản chi phí quản lý doanh nghiệp phát sinh,4.100.214.204,2.963.054.947,4100214204.0,2963054947.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,1.381.234.715,479.266.754,1381234715.0,479266754.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,848.423.675,459.803.943,848423675.0,459803943.0
Chi phí khác,Chi phí khác,Chi phí khác,1.870.555.814,2.023.984.250,1870555814.0,2023984250.0
Các khoản ghi giảm chi phí BH và chi phí QLDN,Các khoản ghi giảm chi phí BH và chi phí QLDN,Các khoản ghi giảm chi phí BH và chi phí QLDN,77.207.727,-,77207727.0,
"Hoàn nhập dự phòng bảo hành sản phẩm, hàng hóa","Hoàn nhập dự phòng bảo hành sản phẩm, hàng hóa","Hoàn nhập dự phòng bảo hành sản phẩm, hàng hóa",77.207.727,,77207727.0,
