row_label_raw,row_label_full,col_0,Số đầu năm VND,Số phải nộp trong năm VND,Số đã thực nộp trong năm VND,Số cuối năm VND,numeric__Số đầu năm VND,numeric__Số phải nộp trong năm VND,numeric__Số đã thực nộp trong năm VND,numeric__Số cuối năm VND
Phải nộp,Phải nộp,Phải nộp,4.225.203.494,34.575.297.045,36.219.354.279,2.581.146.260,4225203494.0,34575297045.0,36219354279.0,2581146260.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,-,6.787.162.010,6.787.162.010,-,,6787162010.0,6787162010.0,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,-,-,-,,,,
Thuế NK,Thuế tiêu thụ đặc biệt > Thuế NK,Thuế NK,-,15.542.014.073,15.542.014.073,-,,15542014073.0,15542014073.0,
Thuế TNDN,Thuế tiêu thụ đặc biệt > Thuế TNDN,Thuế TNDN,4.174.649.369,9.245.442.657,10.903.045.766,2.517.046.260,4174649369.0,9245442657.0,10903045766.0,2517046260.0
Thuế TNCN,Thuế tiêu thụ đặc biệt > Thuế TNCN,Thuế TNCN,50.554.125,2.962.653.628,2.949.107.753,64.100.000,50554125.0,2962653628.0,2949107753.0,64100000.0
Các loại thuế khác,Thuế tiêu thụ đặc biệt > Các loại thuế khác,Các loại thuế khác,-,38.024.677,38.024.677,-,,38024677.0,38024677.0,
Cộng,Thuế tiêu thụ đặc biệt > Cộng,Cộng,4.225.203.494,34.575.297.045,36.219.354.279,2.581.146.260,4225203494.0,34575297045.0,36219354279.0,2581146260.0
