row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
(Tăng)/giảm hàng tồn kho,các khoản mục tiền tệ có gốc ngoại tệ > (Tăng)/giảm hàng tồn kho,(Tăng)/giảm hàng tồn kho,10,123.315.014.633,(171.172.855.214),10.0,123315014633.0,-171172855214.0
"Tăng/(glảm) các khoản phải trả (Không lẻ lải vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","các khoản mục tiền tệ có gốc ngoại tệ > Tăng/(glảm) các khoản phải trả (Không lẻ lải vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng/(glảm) các khoản phải trả (Không lẻ lải vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,17.634.960.047,3.160.304.280,11.0,17634960047.0,3160304280.0
Tăng/giảm chi phí trả trước,các khoản mục tiền tệ có gốc ngoại tệ > Tăng/giảm chi phí trả trước,Tăng/giảm chi phí trả trước,12,25.595.616,(46.880.360),12.0,25595616.0,-46880360.0
Tăng/giảm chứng khoán kinh doanh,các khoản mục tiền tệ có gốc ngoại tệ > Tăng/giảm chứng khoán kinh doanh,Tăng/giảm chứng khoán kinh doanh,13,,,13.0,,
Tiền lãi vay đã trả,các khoản mục tiền tệ có gốc ngoại tệ > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(8.374.640.273),(517.580.823),14.0,-8374640273.0,-517580823.0
Thuế thu nhập doanh nghiệp đã nộp,các khoản mục tiền tệ có gốc ngoại tệ > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(15.077.695.135),(10.772.824.481),15.0,-15077695135.0,-10772824481.0
Tiền thu khác từ hoạt động kinh doanh,các khoản mục tiền tệ có gốc ngoại tệ > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,-,-,16.0,,
Tiền chi khác cho hoạt động kinh doanh,các khoản mục tiền tệ có gốc ngoại tệ > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,68.006.054,-,17.0,68006054.0,
Lưu chuyển tiền thuần từ hoạt động kinh doanh,các khoản mục tiền tệ có gốc ngoại tệ > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,134.834.909.752,(178.478.591.995),20.0,134834909752.0,-178478591995.0
II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(8.524.940.000),(9.559.260),21.0,-8524940000.0,-9559260.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ","2. Tiền thu từ thanh lý, nhượng bán TSCĐ",22,1.318.181.818,779.220.779,22.0,1318181818.0,779220779.0
"3.Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3.Tiền chi cho vay, mua các công cụ nợ của đơn vị khác","3.Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,(383.417.271.426),(1.415.084.910.510),23.0,-383417271426.0,-1415084910510.0
"4.Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4.Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác","4.Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,1.099.304.319.881,1.441.584.875.041,24.0,1099304319881.0,1441584875041.0
5.Tiền chi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 5.Tiền chi đầu tư góp vốn vào đơn vị khác,5.Tiền chi đầu tư góp vốn vào đơn vị khác,25,(2.318.340.000.000),-,25.0,-2318340000000.0,
6.Tiền thu hồi đầu tư góp vốn vào đơn vị khác,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 6.Tiền thu hồi đầu tư góp vốn vào đơn vị khác,6.Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,923.506.000.000,102.050.000.000,26.0,923506000000.0,102050000000.0
"7.Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 7.Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","7.Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,299.967.391.913,51.967.087.328,27.0,299967391913.0,51967087328.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(386.186.317.814),181.286.713.378,30.0,-386186317814.0,181286713378.0
III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
"1.Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1.Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","1.Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,134.681.958.146,-,31.0,134681958146.0,
2.Tiền thu từ đi vay,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2.Tiền thu từ đi vay,2.Tiền thu từ đi vay,33,275.475.000.000,86.000.000.000,33.0,275475000000.0,86000000000.0
3.Tiền trả nợ gốc vay,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3.Tiền trả nợ gốc vay,3.Tiền trả nợ gốc vay,34,(32.000.000.000),(86.000.000.000),34.0,-32000000000.0,-86000000000.0
"4.Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4.Cổ tức, lợi nhuận đã trả cho chủ sở hữu","4.Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(109.897.625.200),-,36.0,-109897625200.0,
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,268.259.332.946,-,40.0,268259332946.0,
Lưu chuyển tiền thuần trong năm (50 = 20+30+40),III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50 = 20+30+40),Lưu chuyển tiền thuần trong năm (50 = 20+30+40),50,16.907.924.884,2.808.121.383,50.0,16907924884.0,2808121383.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,16.483.670.555,13.676.118.684,60.0,16483670555.0,13676118684.0
Auhl lượng của thay đổi tỷ giá lối đoái quy đối ngoại tệ,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Auhl lượng của thay đổi tỷ giá lối đoái quy đối ngoại tệ,Auhl lượng của thay đổi tỷ giá lối đoái quy đối ngoại tệ,61,-,(569.512),61.0,,-569512.0
Tiền và tương đương tiền cuối năm (70 = 50+60+61),III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (70 = 50+60+61),Tiền và tương đương tiền cuối năm (70 = 50+60+61),70,33.391.595.439,16.483.670.555,70.0,33391595439.0,16483670555.0
