row_label_raw,row_label_full,col_0,Số năm khấu hao,numeric__Số năm khấu hao
Thiết bị quản lý,Thiết bị quản lý,Thiết bị quản lý,05,5.0
Máy móc thiết bị,Máy móc thiết bị,Máy móc thiết bị,08,8.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,08,8.0
