row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2024 > Giá gốc VND,31/12/2024 > Dự phòng VND,31/12/2024 > Giá trị hợp lý VND,31/12/2024 > % sở hữu,1/1/2024 > % quyền biểu quyết,1/1/2024 > Giá gốc VND,1/1/2024 > Dự phòng VND,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2024 > Giá gốc VND,numeric__31/12/2024 > Dự phòng VND,numeric__31/12/2024 > Giá trị hợp lý VND,numeric__31/12/2024 > % sở hữu,numeric__1/1/2024 > % quyền biểu quyết,numeric__1/1/2024 > Giá gốc VND,numeric__1/1/2024 > Dự phòng VND
Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,Các công ty con thuộc Khối Xăng đầu trực thuộc,,,,,,,,,,,
10,Các công ty con thuộc Khối Xăng đầu trực thuộc > 10,10,Công ty Xăng dầu B12 - Công ty TNHH MTV,Quảng Ninh TP. Hồ Chí,100%,100%,468.000.000.000,,(*),100%,100%,468.000.000.000,,,,1.0,1.0,468000000000.0,,,1.0,1.0,468000000000.0,
11,Các công ty con thuộc Khối Xăng đầu trực thuộc > 11,11,Công ty Xăng dầu KV2 - Công ty TNHH MTV,Minh,100%,100%,812.200.000.000,,(*),100%,100%,812.200.000.000,,,,1.0,1.0,812200000000.0,,,1.0,1.0,812200000000.0,
12,Các công ty con thuộc Khối Xăng đầu trực thuộc > 12,12,Công ty Xăng dầu KV5 - Công ty TNHH MTV,Đà Nẵng,100%,100%,168.015.000.000,,(*),100%,100%,168.015.000.000,,,,1.0,1.0,168015000000.0,,,1.0,1.0,168015000000.0,
13,Các công ty con thuộc Khối Xăng đầu trực thuộc > 13,13,Công ty Xăng dầu KV1 - Công ty TNHH MTV,Hà Nội,100%,100%,210.957.000.000,,(*),100%,100%,210.957.000.000,,,,1.0,1.0,210957000000.0,,,1.0,1.0,210957000000.0,
14,Các công ty con thuộc Khối Xăng đầu trực thuộc > 14,14,Công ty Xăng dầu Tây Nam Bộ,Cần Thơ,100%,100%,246.962.000.000,,(*),100%,100%,246.962.000.000,,,,1.0,1.0,246962000000.0,,,1.0,1.0,246962000000.0,
15,Các công ty con thuộc Khối Xăng đầu trực thuộc > 15,15,Công ty Xăng dầu Bà Rịa Vũng Tàu (i),Vũng Tàu,100%,100%,105.650.000.000,,(*),100%,100%,184.245.000.000,,,,1.0,1.0,105650000000.0,,,1.0,1.0,184245000000.0,
16,Các công ty con thuộc Khối Xăng đầu trực thuộc > 16,16,Công ty Xăng dầu Nghệ An,Nghệ An,100%,100%,187.971.000.000,,(*),100%,100%,187.971.000.000,,,,1.0,1.0,187971000000.0,,,1.0,1.0,187971000000.0,
,,,Công ty Xăng dầu Thanh Hóa -,,,,,,,,,,,,,,,,,,,,,
17,Các công ty con thuộc Khối Xăng đầu trực thuộc > 17,17,Công ty TNHH MTV,Thanh Hòa,100%,100%,156.752.000.000,,(*),100%,100%,156.752.000.000,,,,1.0,1.0,156752000000.0,,,1.0,1.0,156752000000.0,
18,Các công ty con thuộc Khối Xăng đầu trực thuộc > 18,18,Công ty Xăng dầu Vĩnh Long,Vĩnh Long,100%,100%,128.707.000.000,,(*),100%,100%,128.707.000.000,,,,1.0,1.0,128707000000.0,,,1.0,1.0,128707000000.0,
19,Các công ty con thuộc Khối Xăng đầu trực thuộc > 19,19,Công ty Xăng dầu Bắc Tây Nguyên,Gia Lai,100%,100%,196.163.553.673,,(*),100%,100%,196.163.553.673,,,,1.0,1.0,196163553673.0,,,1.0,1.0,196163553673.0,
20,Các công ty con thuộc Khối Xăng đầu trực thuộc > 20,20,Công ty Xăng dầu KV3 - Công ty TNHH MTV,Hải Phòng,100%,100%,156.032.000.000,,(*),100%,100%,156.032.000.000,,,,1.0,1.0,156032000000.0,,,1.0,1.0,156032000000.0,
,,,Công ty Xăng dầu Hà Sơn Bình -,,,,,,,,,,,,,,,,,,,,,
21,Các công ty con thuộc Khối Xăng đầu trực thuộc > 21,21,Công ty TNHH MTV,I là Nội,100%,100%,129.234.000.000,,(*),100%,100%,129.234.000.000,,,,1.0,1.0,129234000000.0,,,1.0,1.0,129234000000.0,
22,Các công ty con thuộc Khối Xăng đầu trực thuộc > 22,22,Công ty Xăng dầu Phú Khánh,Khành Hòa,100%,100%,251.174.000.000,,(*),100%,100%,251.174.000.000,,,,1.0,1.0,251174000000.0,,,1.0,1.0,251174000000.0,
23,Các công ty con thuộc Khối Xăng đầu trực thuộc > 23,23,Công ty Xăng dầu Hà Nam Ninh (i),Nam Định,100%,100%,104.657.953.049,,(*),100%,100%,144.959.953.049,,,,1.0,1.0,104657953049.0,,,1.0,1.0,144959953049.0,
24,Các công ty con thuộc Khối Xăng đầu trực thuộc > 24,24,Công ty Xăng dầu Long An,Long An,100%,100%,105.200.000.000,,(*),100%,100%,105.200.000.000,,,,1.0,1.0,105200000000.0,,,1.0,1.0,105200000000.0,
25,Các công ty con thuộc Khối Xăng đầu trực thuộc > 25,25,Công ty TNHH MTV Xăng dầu Cà Mau,Cà Mau,100%,100%,98.800.000.000,,(*),100%,100%,98.800.000.000,,,,1.0,1.0,98800000000.0,,,1.0,1.0,98800000000.0,
26,Các công ty con thuộc Khối Xăng đầu trực thuộc > 26,26,Công ty Xăng dầu Bình Định,Bình Định,100%,100%,87.600.000.000,,(*),100%,100%,87.600.000.000,,,,1.0,1.0,87600000000.0,,,1.0,1.0,87600000000.0,
27,Các công ty con thuộc Khối Xăng đầu trực thuộc > 27,27,Công ty Xăng dầu Hà Tĩnh,Hà Tĩnh,100%,100%,128.507.000.000,,(*),100%,100%,128.507.000.000,,,,1.0,1.0,128507000000.0,,,1.0,1.0,128507000000.0,
,,,Công ty TNHH MTV Xăng dầu,,,,,,,,,,,,,,,,,,,,,
28,Các công ty con thuộc Khối Xăng đầu trực thuộc > 28,28,Nam Tây Nguyên,Đắk Lắk,100%,100%,126.511.000.000,,(*),100%,100%,126.511.000.000,,,,1.0,1.0,126511000000.0,,,1.0,1.0,126511000000.0,
29,Các công ty con thuộc Khối Xăng đầu trực thuộc > 29,29,Công ty Xăng dầu Phú Thọ,Phú Thọ,100%,100%,72.996.000.000,,(*),100%,100%,72.996.000.000,,,,1.0,1.0,72996000000.0,,,1.0,1.0,72996000000.0,
30,Các công ty con thuộc Khối Xăng đầu trực thuộc > 30,30,Công ty Xăng dầu Bắc Thái,Thải Nguyên,100%,100%,120.557.000.000,,(*),100%,100%,120.557.000.000,,,,1.0,1.0,120557000000.0,,,1.0,1.0,120557000000.0,
31,Các công ty con thuộc Khối Xăng đầu trực thuộc > 31,31,Công ty Xăng dầu Thừa Thiên Huế (ii),Huế,100%,100%,351.456.408.182,,(*),100%,100%,243.456.408.182,,,,1.0,1.0,351456408182.0,,,1.0,1.0,243456408182.0,
32,Các công ty con thuộc Khối Xăng đầu trực thuộc > 32,32,Công ty TNHH MTV Xăng dầu Tiền Giang,Tiền Giang,100%,100%,86.227.000.000,,(*),100%,100%,86.227.000.000,,,,1.0,1.0,86227000000.0,,,1.0,1.0,86227000000.0,
33,Các công ty con thuộc Khối Xăng đầu trực thuộc > 33,33,Công ty Xăng dầu Quảng Trị,Quảng Trị,100%,100%,62.202.000.000,,(*),100%,100%,62.202.000.000,,,,1.0,1.0,62202000000.0,,,1.0,1.0,62202000000.0,
34,Các công ty con thuộc Khối Xăng đầu trực thuộc > 34,34,Công ty Xăng dầu Quảng Bình,Quảng Bình,100%,100%,57.644.065.636,,(*),100%,100%,57.644.065.636,,,,1.0,1.0,57644065636.0,,,1.0,1.0,57644065636.0,
35,Các công ty con thuộc Khối Xăng đầu trực thuộc > 35,35,Công ty Xăng dầu Tuyên Quang,Tuyên Quang,100%,100%,57.125.000.000,,(*),100%,100%,57.125.000.000,,,,1.0,1.0,57125000000.0,,,1.0,1.0,57125000000.0,
36,Các công ty con thuộc Khối Xăng đầu trực thuộc > 36,36,Công ty Xăng dầu Đồng Nai,Đồng Nai,100%,100%,50.670.000.000,,(*),100%,100%,50.670.000.000,,,,1.0,1.0,50670000000.0,,,1.0,1.0,50670000000.0,
37,Các công ty con thuộc Khối Xăng đầu trực thuộc > 37,37,Công ty Xăng dầu Tây Ninh,Tây Ninh,100%,100%,52.343.000.000,,(*),100%,100%,52.343.000.000,,,,1.0,1.0,52343000000.0,,,1.0,1.0,52343000000.0,
38,Các công ty con thuộc Khối Xăng đầu trực thuộc > 38,38,Công ty Xăng dầu Lào Cai,Lào Cai,100%,100%,56.133.000.000,,(*),100%,100%,56.133.000.000,,,,1.0,1.0,56133000000.0,,,1.0,1.0,56133000000.0,
