row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,% sở hữu,% quyền biểu quyết,31/12/2024 > Giá gốc VND,31/12/2024 > Dự phòng VND,Giá trị hợp lý VND,% sở hữu_1,% quyền biểu quyết_1,1/1/2024 > Giá gốc VND,1/1/2024 > Dự phòng VND,Giá trị hợp lý VND_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__% sở hữu,numeric__% quyền biểu quyết,numeric__31/12/2024 > Giá gốc VND,numeric__31/12/2024 > Dự phòng VND,numeric__Giá trị hợp lý VND,numeric__% sở hữu_1,numeric__% quyền biểu quyết_1,numeric__1/1/2024 > Giá gốc VND,numeric__1/1/2024 > Dự phòng VND,numeric__Giá trị hợp lý VND_1
39,39,39,Công ty Xăng dầu Bến Tre,Bến Tre,100%,100%,44.000.000.000,-,(*),100%,100%,44.000.000.000,-,(*),,,1.0,1.0,44000000000.0,,,1.0,1.0,44000000000.0,,
40,40,40,Công ty TNHH MTV Xăng dầu An Giang,An Giang,100%,100%,49.016.000.000,-,(*),100%,100%,49.016.000.000,-,(*),,,1.0,1.0,49016000000.0,,,1.0,1.0,49016000000.0,,
41,41,41,Công ty Xăng dầu Hà Bắc,Bắc Giang,100%,100%,74.581.000.000,-,(*),100%,100%,74.581.000.000,-,(*),,,1.0,1.0,74581000000.0,,,1.0,1.0,74581000000.0,,
42,42,42,Công ty Xăng dầu Lâm Đồng,Lâm Đồng,100%,100%,106.467.000.000,-,(*),100%,100%,106.467.000.000,-,(*),,,1.0,1.0,106467000000.0,,,1.0,1.0,106467000000.0,,
43,43,43,Công ty Xăng dầu Sông Bé - Công ty TNHH MTV,Bình Dương,100%,100%,38.900.000.000,-,(*),100%,100%,38.900.000.000,-,(*),,,1.0,1.0,38900000000.0,,,1.0,1.0,38900000000.0,,
44,44,44,Công ty Xăng dầu Điện Biên,Diện Biên,100%,100%,78.588.000.000,-,(*),100%,100%,78.588.000.000,-,(*),,,1.0,1.0,78588000000.0,,,1.0,1.0,78588000000.0,,
45,45,45,Công ty Xăng dầu Cao Bằng,Cao Bằng,100%,100%,40.169.000.000,-,(*),100%,100%,40.169.000.000,-,(*),,,1.0,1.0,40169000000.0,,,1.0,1.0,40169000000.0,,
46,46,46,Công ty TNHH MTV Xăng dầu Quảng Ngãi,Quảng Ngãi,100%,100%,32.100.000.000,-,(*),100%,100%,32.100.000.000,-,(*),,,1.0,1.0,32100000000.0,,,1.0,1.0,32100000000.0,,
47,47,47,Công ty TNHH MTV Xăng dầu Trá Vinh,Trá Vinh,100%,100%,31.100.000.000,-,(*),100%,100%,31.100.000.000,-,(*),,,1.0,1.0,31100000000.0,,,1.0,1.0,31100000000.0,,
48,48,48,Công ty Xăng dầu Đồng Tháp,Đồng Tháp,100%,100%,30.000.000.000,-,(*),100%,100%,30.000.000.000,-,(*),,,1.0,1.0,30000000000.0,,,1.0,1.0,30000000000.0,,
49,49,49,Công ty Xăng dầu Yên Bài,Yên Bài,100%,100%,65.714.000.000,-,(*),100%,100%,65.714.000.000,-,(*),,,1.0,1.0,65714000000.0,,,1.0,1.0,65714000000.0,,
50,50,50,Công ty Xăng dầu Lai Châu,Lai Châu,100%,100%,32.998.000.000,-,(*),100%,100%,32.998.000.000,-,(*),,,1.0,1.0,32998000000.0,,,1.0,1.0,32998000000.0,,
51,51,51,Công ty Xăng dầu Thái Bình,Thái Bình,100%,100%,21.000.000.000,-,(*),100%,100%,21.000.000.000,-,(*),,,1.0,1.0,21000000000.0,,,1.0,1.0,21000000000.0,,
52,52,52,Công ty Xăng dầu Hà Giang,Há Giang,100%,100%,36.893.000.000,-,(*),100%,100%,36.893.000.000,-,(*),,,1.0,1.0,36893000000.0,,,1.0,1.0,36893000000.0,,
53,53,53,Công ty TNHH MTV Xăng dầu Bắc Ninh,Bắc Ninh,100%,100%,74.886.000.000,-,(*),100%,100%,74.886.000.000,-,(*),,,1.0,1.0,74886000000.0,,,1.0,1.0,74886000000.0,,
54,54,54,Công ty TNHH MTV Xăng dầu Hải Dương,Hải Dương,100%,100%,55.300.000.000,-,(*),100%,100%,55.300.000.000,-,(*),,,1.0,1.0,55300000000.0,,,1.0,1.0,55300000000.0,,
55,55,55,Công ty TNHH MTV Xăng dầu Hưng Yên,Hưng Yên,100%,100%,48.486.000.000,-,(*),100%,100%,48.486.000.000,-,(*),,,1.0,1.0,48486000000.0,,,1.0,1.0,48486000000.0,,
56,56,56,Công ty TNHH MTV Xăng dầu Quảng Nam,Quảng Nam,100%,100%,73.373.000.000,-,(*),100%,100%,73.373.000.000,-,(*),,,1.0,1.0,73373000000.0,,,1.0,1.0,73373000000.0,,
57,57,57,Công ty TNHH MTV Xăng dầu Vĩnh Phúc,Vĩnh Phúc,100%,100%,56.316.000.000,-,(*),100%,100%,56.316.000.000,-,(*),,,1.0,1.0,56316000000.0,,,1.0,1.0,56316000000.0,,
58,58,58,Công ty Xăng dầu Sơn La (iii),Sơn La,100%,100%,48.651.000.000,-,(*),-,-,-,-,-,,,1.0,1.0,48651000000.0,,,,,,,
59,59,59,Công ty Xăng dầu Hà Nam (iii),Hà Nam,100%,100%,54.272.000.000,-,(*),-,-,-,-,-,,,1.0,1.0,54272000000.0,,,,,,,
