row_label_raw,row_label_full,col_0,Giá trị ghi số và số có khả năng trả nợ,Giá trị ghi số và số có khả năng trả nợ_1,numeric__Giá trị ghi số và số có khả năng trả nợ,numeric__Giá trị ghi số và số có khả năng trả nợ_1
,,,2024VND,2023VND,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,13.222.530.451.659,8.775.207.497.015,13222530451659.0,8775207497015.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,49.470.153.222.156,62.872.173.215.359,49470153222156.0,62872173215359.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(51.157.760.747.998),(58.424.850.260.715),-51157760747998.0,-58424850260715.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,11.534.922.925.817,13.222.530.451.659,11534922925817.0,13222530451659.0
