row_label_raw,row_label_full,Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2024 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,31/12/2024 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2024 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,1/1/2024 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2024 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__31/12/2024 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2024 > Giá gốc VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn,numeric__1/1/2024 > Giá trị hợp lý VND > Đầu tư nắm giữ đến ngày đáo hạn – ngắn hạn
Tiền gửi có,Tiền gửi có,Tiền gửi có,Tiền gửi có,Tiền gửi có,Tiền gửi có,Tiền gửi có,,,,
kỳ hạn (i),Tiền gửi có > kỳ hạn (i),kỳ hạn (i),9.940.000.000.000,9.940.000.000.000,11.535.000.000.000,11.535.000.000.000,9940000000000.0,9940000000000.0,11535000000000.0,11535000000000.0
Trái phiếu (ii),Tiền gửi có > Trái phiếu (ii),Trái phiếu (ii),2.200.000.000.000,(*),2.000.000.000.000,(*),2200000000000.0,,2000000000000.0,
,,,12.140.000.000.000,,13.535.000.000.000,,12140000000000.0,,13535000000000.0,
Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,Đầu tư nắm giữ đến ngày đáo hạn – dài hạn,,,,
Trái phiếu (iii),Đầu tư nắm giữ đến ngày đáo hạn – dài hạn > Trái phiếu (iii),Trái phiếu (iii),1.000.000.000.000,(*),3.200.000.000.000,(*),1000000000000.0,,3200000000000.0,
