row_label_raw,row_label_full,col_0,Chi phíthuê văn phòngVND,Chi phí thuếhạ tầng máy chủVND,"Chi phí bảo trì,hỗ trợ kỹ thuật",Chi phítrả trước khácVND,Tổng cộngVND,numeric__Chi phíthuê văn phòngVND,numeric__Chi phí thuếhạ tầng máy chủVND,"numeric__Chi phí bảo trì,hỗ trợ kỹ thuật",numeric__Chi phítrả trước khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,40.582.215.987,3.780.000.000,9.943.277.217,3.158.324.686,57.463.817.890,40582215987.0,3780000000.0,9943277217.0,3158324686.0,57463817890.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,6.525.000.000,6.453.828.449,12.978.828.449,,,6525000000.0,6453828449.0,12978828449.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(23.253.823.729),(3.780.000.000),(7.761.463.622),(3.656.421.341),(38.451.708.692),-23253823729.0,-3780000000.0,-7761463622.0,-3656421341.0,-38451708692.0
Thanh lý,Thanh lý,Thanh lý,-,-,-,(14.542.965),(14.542.965),,,,-14542965.0,-14542965.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,17.328.392.258,-,8.706.813.595,5.941.188.829,31.976.394.682,17328392258.0,,8706813595.0,5941188829.0,31976394682.0
