row_label_raw,row_label_full,Phân loại,31/12/2016 triệu đồng,31/12/2015 triệu đồng,numeric__31/12/2016 triệu đồng,numeric__31/12/2015 triệu đồng
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,8.996.743,4.664.737,8996743.0,4664737.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,100.000,100.000,100000.0,100000.0
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,-,-,,
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,-,-,,
Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,-,-,,
,,,9.096.743,4.764.737,9096743.0,4764737.0
