row_label_raw,row_label_full,col_0,Chưa quá hạn và chưa bị giảm giá,Đã quá hạn và chưa bị giảm giá,Đã quá hạn và đã trích lập dự phòng,Tổng cộng,numeric__Chưa quá hạn và chưa bị giảm giá,numeric__Đã quá hạn và chưa bị giảm giá,numeric__Đã quá hạn và đã trích lập dự phòng,numeric__Tổng cộng
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,9.152.036,-,-,9.152.036,9152036.0,,,9152036.0
- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,- Tiền gửi tại TCTD khác,8.484.659,-,-,8.484.659,8484659.0,,,8484659.0
- Cho vay các TCTD khác,- Cho vay các TCTD khác,- Cho vay các TCTD khác,667.377,-,-,667.377,667377.0,,,667377.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,57.406.154,902.427,1.871.002,60.179.583,57406154.0,902427.0,1871002.0,60179583.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,29.331.466,150.000,100.000,29.581.466,29331466.0,150000.0,100000.0,29581466.0
- Chứng khoán đầu tư sẵn sàng để bán,- Chứng khoán đầu tư sẵn sàng để bán,- Chứng khoán đầu tư sẵn sàng để bán,26.666.591,150.000,100.000,26.916.591,26666591.0,150000.0,100000.0,26916591.0
- Chứng khoán đầu tư giữ đến ngày đáo hạn,- Chứng khoán đầu tư giữ đến ngày đáo hạn,- Chứng khoán đầu tư giữ đến ngày đáo hạn,2.664.875,-,-,2.664.875,2664875.0,,,2664875.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,2.096.740,4.100,-,2.100.840,2096740.0,4100.0,,2100840.0
Tổng cộng,Tổng cộng,Tổng cộng,97.986.396,1.056.527,1.971.002,101.013.925,97986396.0,1056527.0,1971002.0,101013925.0
