row_label_raw,row_label_full,col_0,Năm 2016 triệu đồng,Năm 2015 triệu đồng,numeric__Năm 2016 triệu đồng,numeric__Năm 2015 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,391.311,278.915,391311.0,278915.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,172.920,136.679,172920.0,136679.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,4.088,4.098,4088.0,4098.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,21.150,2.658,21150.0,2658.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,2.472,2.974,2472.0,2974.0
Thu phí khác,Thu phí khác,Thu phí khác,190.681,132.506,190681.0,132506.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(135.674),(112.812),-135674.0,-112812.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(84.829),(62.683),-84829.0,-62683.0
Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,(17.943),(14.030),-17943.0,-14030.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,-,(1.734),,-1734.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(805),(147),-805.0,-147.0
Dịch vụ môi giới,Dịch vụ môi giới,Dịch vụ môi giới,(10.464),(14.493),-10464.0,-14493.0
Chi khác,Chi khác,Chi khác,(21.633),(19.725),-21633.0,-19725.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,255.637,166.103,255637.0,166103.0
