row_label_raw,row_label_full,col_0,31/12/2016 triệu đồng,31/12/2015 triệu đồng,numeric__31/12/2016 triệu đồng,numeric__31/12/2015 triệu đồng
"Các khoản lãi, phí phải trả (l)","Các khoản lãi, phí phải trả (l)","Các khoản lãi, phí phải trả (l)",622.694,490.930,622694.0,490930.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,240.491,187.776,240491.0,187776.0
Các khoản phải trả cán bộ nhân viên,Các khoản phải trả cán bộ nhân viên,Các khoản phải trả cán bộ nhân viên,167.802,121.201,167802.0,121201.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",33.620,21.456,33620.0,21456.0
Phải trả nội bộ khác,Phải trả nội bộ khác,Phải trả nội bộ khác,39.069,45.119,39069.0,45119.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,328.765,290.346,328765.0,290346.0
Thuế và các khoản phải nộp nhà nước(Thuyết minh 19),Thuế và các khoản phải nộp nhà nước(Thuyết minh 19),Thuế và các khoản phải nộp nhà nước(Thuyết minh 19),62.964,80.342,62964.0,80342.0
Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,49.956,4.711,49956.0,4711.0
Phải trả thanh toán giữa các tổ chức tín dụng,Phải trả thanh toán giữa các tổ chức tín dụng,Phải trả thanh toán giữa các tổ chức tín dụng,57.196,37.382,57196.0,37382.0
Phải trả chuyển tiền chờ thanh toán,Phải trả chuyển tiền chờ thanh toán,Phải trả chuyển tiền chờ thanh toán,54.577,80.288,54577.0,80288.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,100.297,88.227,100297.0,88227.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,3.775,(604),3775.0,-604.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,1.925,180.084,1925.0,180084.0
,,,1.193.875,1.149.136,1193875.0,1149136.0
