row_label_raw,row_label_full,col_0,Ghi nhận giá trị hợp lý thông qua kết quả hoạt động kinh doanh,Giữ đến ngày đáo hạn,Đi vay và phải trả,Sẵn sàng để bán,Công nợ và nợ khác hạch toán theo giá trị phân bổ,Tổng cộng giá trị ghi số,Giá trị hợp lý,numeric__Ghi nhận giá trị hợp lý thông qua kết quả hoạt động kinh doanh,numeric__Giữ đến ngày đáo hạn,numeric__Đi vay và phải trả,numeric__Sẵn sàng để bán,numeric__Công nợ và nợ khác hạch toán theo giá trị phân bổ,numeric__Tổng cộng giá trị ghi số,numeric__Giá trị hợp lý
Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,33.261.991,-,-,33.261.991,(*),,,33261991.0,,,33261991.0,
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,59.260.842,-,-,59.260.842,(*),,,59260842.0,,,59260842.0,
"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,-,-,57.475,57.475,(*),,,,,57475.0,57475.0,
Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.000.000,-,-,2.000.000,(*),,,2000000.0,,,2000000.0,
Các khoản nợ tài chính khác,Các khoản nợ tài chính khác,Các khoản nợ tài chính khác,-,-,622.694,-,571.181,1.193.875,(*),,,622694.0,,571181.0,1193875.0,
,,,-,-,95.145.527,-,628.656,95.774.183,(*),,,95145527.0,,628656.0,95774183.0,
