row_label_raw,row_label_full,col_0,31/12/2016triệu đồng,31/12/2015triệu đồng,numeric__31/12/2016triệu đồng,numeric__31/12/2015triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,583.389,531.084,583389.0,531084.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,56.739,74.789,56739.0,74789.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,526.650,455.168,526650.0,455168.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,30.730,31.396,30730.0,31396.0
- Phải thu từ VAMC,- Phải thu từ VAMC,- Phải thu từ VAMC,39.248,-,39248.0,
- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchâm (i),- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchâm (i),- Phải thu từ dịch vụ thư tín dụng nhập hàng trảchâm (i),301.828,32.135,301828.0,32135.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,154.844,391.637,154844.0,391637.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,-,1.127,,1127.0
"Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)","Các khoản lãi, phí phải thu (ii)",1.304.946,986.102,1304946.0,986102.0
Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,88,340,88.0,340.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,212.417,188.734,212417.0,188734.0
- Vật liệu,- Vật liệu,- Vật liệu,6.747,9.199,6747.0,9199.0
"- Tài sản gán nợ đã chuyển quyền sở hữu cho tổchức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổchức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổchức tín dụng, đang chờ xử lý",2.206,-,2206.0,
- Chi phí trả trước,- Chi phí trả trước,- Chi phí trả trước,203.464,179.535,203464.0,179535.0
Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,-,-,,
,,,2.100.840,1.706.260,2100840.0,1706260.0
