row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2016 triệu đồng,Năm 2015 triệu đồng,numeric__Thuyết minh,numeric__Năm 2016 triệu đồng,numeric__Năm 2015 triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(120.436),(150.871),,-120436.0,-150871.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,333.131,34.567,,333131.0,34567.0
"Tiền chi từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán TSCĐ","Tiền chi từ thanh lý, nhượng bán TSCĐ",,-,(89),,,-89.0
Mua sắm bất động sản đầu tư,Mua sắm bất động sản đầu tư,Mua sắm bất động sản đầu tư,,-,-,,,
"Tiền thu từ bán, thanh lý bất động sản đầu tư","Mua sắm bất động sản đầu tư > Tiền thu từ bán, thanh lý bất động sản đầu tư","Tiền thu từ bán, thanh lý bất động sản đầu tư",,202,17.900,,202.0,17900.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","Mua sắm bất động sản đầu tư > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,25.393,30.465,,25393.0,30465.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Mua sắm bất động sản đầu tư > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,27.557,3.449,,27557.0,3449.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Mua sắm bất động sản đầu tư > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,265.847,(64.579),,265847.0,-64579.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,799.425,595.000,,799425.0,595000.0
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",,(1.181.924),(977.499),,-1181924.0,-977499.0
Tiền thu được do bán cổ phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu được do bán cổ phiếu quỹ,Tiền thu được do bán cổ phiếu quỹ,,(7),(5),,-7.0,-5.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,(382.506),(382.504),,-382506.0,-382504.0
Lưu chuyển tiền thuần từ/(sử dụng) trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ/(sử dụng) trong năm,Lưu chuyển tiền thuần từ/(sử dụng) trong năm,,5.027.834,3.039.852,,5027834.0,3039852.0
Tiền và các khoản tương đương tiền tại thời điểm đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền tại thời điểm đầu năm,Tiền và các khoản tương đương tiền tại thời điểm đầu năm,,8.327.658,5.287.806,,8327658.0,5287806.0
Tiền và các khoản tương đương tiền tại thời điểm cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền tại thời điểm cuối năm,Tiền và các khoản tương đương tiền tại thời điểm cuối năm,28,13.355.492,8.327.658,28.0,13355492.0,8327658.0
