row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2016 triệu đồng,31/12/2015 triệu đồng,numeric__Thuyết minh,numeric__31/12/2016 triệu đồng,numeric__31/12/2015 triệu đồng
Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán kinh doanh > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,"10.2, 10.3",2.664.875,3.757.699,,2664875.0,3757699.0
Dự phòng rủi ro chứng khoán đầu tư,Chứng khoán kinh doanh > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,10.5,(883.097),(694.919),105.0,-883097.0,-694919.0
"Góp vốn, đầu tư dài hạn","Chứng khoán kinh doanh > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",11,124.628,135.039,11.0,124628.0,135039.0
Đầu tư dài hạn khác,Chứng khoán kinh doanh > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,185.261,210.654,,185261.0,210654.0
Dự phòng giảm giá đầu tư dài hạn khác,Chứng khoán kinh doanh > Dự phòng giảm giá đầu tư dài hạn khác,Dự phòng giảm giá đầu tư dài hạn khác,,(60.633),(75.615),,-60633.0,-75615.0
Tài sản cố định,Chứng khoán kinh doanh > Tài sản cố định,Tài sản cố định,12,378.176,395.754,12.0,378176.0,395754.0
Tài sản cố định hữu hình,Chứng khoán kinh doanh > Tài sản cố định hữu hình,Tài sản cố định hữu hình,12.1,246.239,266.390,121.0,246239.0,266390.0
Nguyên giá tài sản cố định,Chứng khoán kinh doanh > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,655.935,704.436,,655935.0,704436.0
Khấu hao tài sản cố định,Chứng khoán kinh doanh > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(409.696),(438.046),,-409696.0,-438046.0
Tài sản cố định vô hình,Chứng khoán kinh doanh > Tài sản cố định vô hình,Tài sản cố định vô hình,12.2,131.937,129.364,122.0,131937.0,129364.0
Nguyên giá tài sản cố định,Chứng khoán kinh doanh > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,313.332,285.776,,313332.0,285776.0
Hao mòn tài sản cố định,Chứng khoán kinh doanh > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(181.395),(156.412),,-181395.0,-156412.0
Bất động sản đầu tư,Chứng khoán kinh doanh > Bất động sản đầu tư,Bất động sản đầu tư,,16.403,16.605,,16403.0,16605.0
Nguyên giá bất động sản đầu tư,Chứng khoán kinh doanh > Nguyên giá bất động sản đầu tư,Nguyên giá bất động sản đầu tư,,16.403,16.605,,16403.0,16605.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,-,-,,,
Tài sản Có khác,Giá trị hao mòn lũy kế > Tài sản Có khác,Tài sản Có khác,13,2.100.840,1.706.260,13.0,2100840.0,1706260.0
Các khoản phải thu,Giá trị hao mòn lũy kế > Các khoản phải thu,Các khoản phải thu,,583.389,531.084,,583389.0,531084.0
Các khoản lãi và phí phải thu,Giá trị hao mòn lũy kế > Các khoản lãi và phí phải thu,Các khoản lãi và phí phải thu,,1.304.946,986.102,,1304946.0,986102.0
Tài sản thuế thu nhập hoãn lại,Giá trị hao mòn lũy kế > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,88,340,,88.0,340.0
Tài sản Có khác,Giá trị hao mòn lũy kế > Tài sản Có khác,Tài sản Có khác,,212.417,188.734,,212417.0,188734.0
Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,,,,,,
Có nội bảng khác,Có nội bảng khác,Có nội bảng khác,,-,-,,,
TỔNG TÀI SẢN,Có nội bảng khác > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,104.516.957,84.308.832,,104516957.0,84308832.0
