row_label_raw,row_label_full,col_0,Hoạt độngbốc độ containerVND,"Hoạt động chạy lạnh,kiềm dịch, lưu kho, lưu bãiVND",Hoạt độngvận chuyểnVND,KhácVND,Tổng cộngVND,numeric__Hoạt độngbốc độ containerVND,"numeric__Hoạt động chạy lạnh,kiềm dịch, lưu kho, lưu bãiVND",numeric__Hoạt độngvận chuyểnVND,numeric__KhácVND,numeric__Tổng cộngVND
Tài sản của bộ phận,Tài sản của bộ phận,Tài sản của bộ phận,486.856.778.654,71.578.348.783,230.561.926.301,213.876.356.563,1.002.873.410.301,486856778654.0,71578348783.0,230561926301.0,213876356563.0,1002873410301.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,3.363.936.913.792,,,,,3363936913792.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,,4.366.810.324.093,,,,,4366810324093.0
Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,36.785.853.087,5.408.306.381,17.420.764.217,16.160.038.386,75.774.962.071,36785853087.0,5408306381.0,17420764217.0,16160038386.0,75774962071.0
Các khoản nợ không phân bổ,Các khoản nợ không phân bổ,Các khoản nợ không phân bổ,,,,,1.089.835.014.716,,,,,1089835014716.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,,1.165.609.976.787,,,,,1165609976787.0
