row_label_raw,row_label_full,col_0,Số liệu báo cáo trước đây,Điều chỉnh lại,Số liệu tính toán lại,numeric__Số liệu báo cáo trước đây,numeric__Điều chỉnh lại,numeric__Số liệu tính toán lại
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),314.293.593.407,-,314.293.593.407,314293593407.0,,314293593407.0
"Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)","Điều chỉnh giảm số trích quỹ khen thưởng, phúc lợi (VND)",(28.000.000.000),-,(28.000.000.000),-28000000000.0,,-28000000000.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận để tính lãi cơ bản trên cổ phiếu (VND),286.293.593.407,-,286.293.593.407,286293593407.0,,286293593407.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (**),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (**),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu) (**),116.784.091,12.043.207,128.827.298,116784091.0,12043207.0,128827298.0
Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/1 cổ phiếu),2.451,(229),2.222,2451.0,-229.0,2222.0
