row_label_raw,row_label_full,col_0,col_1,Tại ngày1/1/2023VND,Số phát sinhtăng trong nămVND,Số thực thutrong năm (*)VND,Cán trừVND,Phân loại lạiVND,Tại ngày31/12/2023VND,numeric__col_1,numeric__Tại ngày1/1/2023VND,numeric__Số phát sinhtăng trong nămVND,numeric__Số thực thutrong năm (*)VND,numeric__Cán trừVND,numeric__Phân loại lạiVND,numeric__Tại ngày31/12/2023VND
(a),(a),(a),Thuế GTGT được khấu trừThuế GTGT được khấu trừ,72.728.817.007,117.395.601.662,(24.996.007.100),(129.738.702.242),-,35.389.709.327,,72728817007.0,117395601662.0,-24996007100.0,-129738702242.0,,35389709327.0
(b),(b),(b),Thuế và các khoản khác phải thu Nhà nướcThuế thu nhập cá nhânThuế TNDNThuế khác,26.533.5911.238.620.2414.694.001,----,----,(4.694.001),64.402.229283.012.994,90.935.8201.521.633.235,,2.6533591123862026e+24,,,-4694001.0,6.440222928301299e+16,9.093582015216333e+17
(b),(b),(b),Thuế và các khoản khác phải thu Nhà nướcThuế thu nhập cá nhânThuế TNDNThuế khác,1.269.847.833,----,----,(4.694.001),347.415.223,1.612.569.055,,1269847833.0,,,-4694001.0,347415223.0,1612569055.0
(b),(b),(b),Thuế và các khoản khác phải thu Nhà nướcThuế thu nhập cá nhânThuế TNDNThuế khác,Tại ngày1/1/2023VND,Số phát sinhtăng trong nămVND,Số thực nộptrong nămVND,Cán trừVND,Phân loại lạiVND,Tại ngày31/12/2023VND,,,,,,,
(c),(b) > (c),(c),Phải nộpThuế GTGT đầu raThuế thu nhập cá nhânThuế TNDNThuế và các khoản phàinộp Nhà nước khác,2.036.390.4484.710.997.49317.661.847.636,166.938.458.79413.132.302.93966.464.273.744,(35.297.699.838)(14.523.750.590)(62.414.431.030),(129.738.702.242)-,64.402.229283.012.994,3.938.447.1623.383.952.07121.994.703.344,,2.0363904484710998e+30,1.669384587941313e+33,,,6.440222928301299e+16,3.9384471623383953e+30
(c),(b) > (c),(c),Phải nộpThuế GTGT đầu raThuế thu nhập cá nhânThuế TNDNThuế và các khoản phàinộp Nhà nước khác,-,9.108.285.403,(9.103.020.065),(4.694.001),-,571.337,,,9108285403.0,-9103020065.0,-4694001.0,,571337.0
(c),(b) > (c),(c),Phải nộpThuế GTGT đầu raThuế thu nhập cá nhânThuế TNDNThuế và các khoản phàinộp Nhà nước khác,24.409.235.577,255.643.320.880,(121.338.901.523),(129.743.396.243),347.415.223,29.317.673.914,,24409235577.0,255643320880.0,-121338901523.0,-129743396243.0,347415223.0,29317673914.0
