row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
300,300,300,NỘ PHẢI TRẢ,,1.896.618.956.700,1.165.609.976.787,,,1896618956700.0,1165609976787.0
310,310,310,Nợ ngắn hạn,,403.171.566.331,433.716.636.921,,,403171566331.0,433716636921.0
311,311,311,Phải trả người bán ngắn hạn,12,109.858.794.952,75.774.962.071,,12.0,109858794952.0,75774962071.0
312,312,312,Người mua trả tiền trước ngắn hạn,,2.967.706.530,1.742.927.438,,,2967706530.0,1742927438.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,13(c),29.317.673.914,24.409.235.577,,,29317673914.0,24409235577.0
314,314,314,Phải trả người lao động,14,55.092.480.977,44.359.416.695,,14.0,55092480977.0,44359416695.0
315,315,315,Chi phí phải trả ngắn hạn,15(a),58.870.360.556,18.674.422.598,,,58870360556.0,18674422598.0
319,319,319,Phải trả ngắn hạn khác,16,14.271.499.464,55.625.319.941,,16.0,14271499464.0,55625319941.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,17(a),118.835.910.443,208.400.000.000,,,118835910443.0,208400000000.0
322,322,322,"Quỹ khen thưởng, phúc lợi",18,13.957.139.495,4.730.352.601,,18.0,13957139495.0,4730352601.0
330,330,330,Nợ dài hạn,,1.493.447.390.369,731.893.339.866,,,1493447390369.0,731893339866.0
333,333,333,Chi phí phải trả dài hạn,15(b),8.502.467.705,-,,,8502467705.0,
337,337,337,Phải trả dài hạn khác,,1.607.000.000,30.000.000,,,1607000000.0,30000000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,17(b),1.449.749.013.010,700.000.000.000,,,1449749013010.0,700000000000.0
341,341,341,Thuế thu nhập hoãn lại phải trả,19,30.412.872.712,30.858.278.235,,19.0,30412872712.0,30858278235.0
342,342,342,Dự phòng phải trả dài hạn,,3.176.036.942,1.005.061.631,,,3176036942.0,1005061631.0
400,400,400,VỐN CHỦ SỞ HỮU,,3.294.306.897.388,3.201.200.347.306,,,3294306897388.0,3201200347306.0
410,410,410,Vốn chủ sở hữu,,3.294.306.897.388,3.201.200.347.306,,,3294306897388.0,3201200347306.0
411,411,411,Vốn góp của chủ sở hữu,"20, 21",1.333.956.420.000,1.212.693.970.000,,,1333956420000.0,1212693970000.0
411a,411a,411a,- Cổ phiếu phố thông có quyền biểu quyết,,1.333.956.420.000,1.212.693.970.000,,,1333956420000.0,1212693970000.0
412,412,412,Thặng dư vốn cổ phần,21,39.403.521.246,39.403.521.246,,21.0,39403521246.0,39403521246.0
414,414,414,Vốn khác của chủ sở hữu,21,1.382.700.000,-,,21.0,1382700000.0,
418,418,418,Quỹ đầu tư phát triển,21,886.626.243.776,875.542.995.447,,21.0,886626243776.0,875542995447.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,21,-,1.382.700.000,,21.0,,1382700000.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",21,620.034.996.643,664.028.970.953,,21.0,620034996643.0,664028970953.0
421a,421a,421a,- LNST chưa phân phố lũy kế của các năm trước,,496.411.636.986,546.685.315.357,,,496411636986.0,546685315357.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,123.623.359.657,117.343.655.596,,,123623359657.0,117343655596.0
429,429,429,Lợi ích cổ đông không kiểm soát,21,412.903.015.723,408.148.189.660,,21.0,412903015723.0,408148189660.0
440,440,440,TỔNG NGUỒN VỐN,,5.190.925.854.088,4.366.810.324.093,,,5190925854088.0,4366810324093.0
