row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
100,100,100,TÀI SẢN NGẮN HẠN,,1.346.116.796.163,1.305.795.538.303,,,1346116796163.0,1305795538303.0
110,110,110,Tiền và các khoản tương đương tiền,3,370.506.274.358,360.383.344.706,,3.0,370506274358.0,360383344706.0
111,111,111,Tiền,,135.606.274.358,80.590.591.281,,,135606274358.0,80590591281.0
112,112,112,Các khoản tương đương tiền,,234.900.000.000,279.792.753.425,,,234900000000.0,279792753425.0
120,120,120,Đầu tư tài chính ngắn hạn,,425.016.299.943,239.367.439.500,,,425016299943.0,239367439500.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,10(a),425.016.299.943,239.367.439.500,,,425016299943.0,239367439500.0
130,130,130,Các khoản phải thu ngắn hạn,,464.364.981.166,560.183.580.705,,,464364981166.0,560183580705.0
131,131,131,Phải thu ngắn hạn của khách hàng,4,205.263.011.710,188.497.724.901,,4.0,205263011710.0,188497724901.0
132,132,132,Trả trước cho người bán ngắn hạn,5,13.578.690.375,8.315.243.630,,5.0,13578690375.0,8315243630.0
136,136,136,Phải thu ngắn hạn khác,6(a),247.560.452.918,364.380.471.256,,,247560452918.0,364380471256.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,4,(2.037.173.837),(1.009.859.082),,4.0,-2037173837.0,-1009859082.0
140,140,140,Hàng tồn kho,,29.065.056.002,28.028.085.828,,,29065056002.0,28028085828.0
141,141,141,Hàng tồn kho,7,29.065.056.002,28.028.085.828,,7.0,29065056002.0,28028085828.0
150,150,150,Tài sản ngắn hạn khác,,57.164.184.694,117.833.087.564,,,57164184694.0,117833087564.0
151,151,151,Chi phí trả trước ngắn hạn,8(a),20.161.906.312,43.834.422.724,,,20161906312.0,43834422724.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",13(a),35.389.709.327,72.728.817.007,,,35389709327.0,72728817007.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,13(b),1.612.569.055,1.269.847.833,,,1612569055.0,1269847833.0
200,200,200,TÀI SẢN DÀI HẠN,,3.844.809.057.925,3.061.014.785.790,,,3844809057925.0,3061014785790.0
210,210,210,Các khoản phải thu dài hạn,,827.203.931.552,827.194.723.552,,,827203931552.0,827194723552.0
216,216,216,Phải thu dài hạn khác,6(b),827.203.931.552,827.194.723.552,,,827203931552.0,827194723552.0
220,220,220,Tài sản cố định,,643.931.552.904,814.375.685.400,,,643931552904.0,814375685400.0
221,221,221,Tài sản cố định hữu hình,9(a),632.776.216.056,808.495.656.154,,,632776216056.0,808495656154.0
222,222,222,Nguyên giá,,2.556.974.350.993,2.545.081.398.487,,,2556974350993.0,2545081398487.0
223,223,223,Giá trị khấu hao lũy kế,,(1.924.198.134.937),(1.736.585.742.333),,,-1924198134937.0,-1736585742333.0
224,224,224,Tài sản cố định thuê tài chính,,5.043.501.523,-,,,5043501523.0,
225,225,225,Nguyên giá,,5.187.601.567,-,,,5187601567.0,
226,226,226,Giá trị khấu hao lũy kế,,(144.100.044),-,,,-144100044.0,
227,227,227,Tài sản cố định vô hình,9(b),6.111.835.325,5.880.029.246,,,6111835325.0,5880029246.0
228,228,228,Nguyên giá,,22.239.958.750,21.654.078.750,,,22239958750.0,21654078750.0
229,229,229,Giá trị khấu hao lũy kế,,(16.128.123.425),(15.774.049.504),,,-16128123425.0,-15774049504.0
240,240,240,Tài sản dở dang dài hạn,,-,11.928.306.000,,,,11928306000.0
242,242,242,Chi phí xây dựng cơ bản dở dang,,-,11.928.306.000,,,,11928306000.0
250,250,250,Đầu tư tài chính dài hạn,,1.470.217.463.204,486.680.522.471,,,1470217463204.0,486680522471.0
252,252,252,Đầu tư vào công ty liên kết,10(b),1.470.062.463.204,486.525.522.471,,,1470062463204.0,486525522471.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,10(c),155.000.000,155.000.000,,,155000000.0,155000000.0
260,260,260,Tài sản dài hạn khác,,903.456.110.265,920.835.548.367,,,903456110265.0,920835548367.0
261,261,261,Chi phí trả trước dài hạn,8(b),898.439.930.657,916.126.213.608,,,898439930657.0,916126213608.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,18.611.932,108.305.270,,,18611932.0,108305270.0
263,263,263,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",,428.200.000,428.200.000,,,428200000.0,428200000.0
269,269,269,Lợi thế thương mại,11,4.569.367.676,4.172.829.489,,11.0,4569367676.0,4172829489.0
270,270,270,TỔNG TÀI SẢN,,5.190.925.854.088,4.366.810.324.093,,,5190925854088.0,4366810324093.0
