row_label_raw,row_label_full,Số dư tại 1 tháng 1 năm 2023 > Tăng do đầu tư trong năm (**),Công ty Cổ phần Logistics Cảng Đà Nẵng VND > 17.630.158.454 > -,Công ty Cổ phần Dịch vụ Dầu khí Đình Vũ VND > 91.503.098.817 > -,Công ty TNHH Tuyến Container T.S. Hà Nội VND > 4.581.186.174 > -,Công ty Cổ phần Cảng VIMC Đình Vũ VND > 372.811.079.026 > -,Công ty TNHH Cảng Nam Hải Đình Vũ VND > - > 1.004.816.916.396,Tổng cộng VND > 486.525.522.471 > 1.004.816.916.396,numeric__Công ty Cổ phần Logistics Cảng Đà Nẵng VND > 17.630.158.454 > -,numeric__Công ty Cổ phần Dịch vụ Dầu khí Đình Vũ VND > 91.503.098.817 > -,numeric__Công ty TNHH Tuyến Container T.S. Hà Nội VND > 4.581.186.174 > -,numeric__Công ty Cổ phần Cảng VIMC Đình Vũ VND > 372.811.079.026 > -,numeric__Công ty TNHH Cảng Nam Hải Đình Vũ VND > - > 1.004.816.916.396,numeric__Tổng cộng VND > 486.525.522.471 > 1.004.816.916.396
Chia sẻ lợi nhuận/(lỗ) từ công ty liên kết,Chia sẻ lợi nhuận/(lỗ) từ công ty liên kết,Chia sẻ lợi nhuận/(lỗ) từ công ty liên kết,2.335.348.248,1.914.861.015,-,(15.402.267.826),(6.807.917.100),(17.959.975.663),2335348248.0,1914861015.0,,-15402267826.0,-6807917100.0,-17959975663.0
Cổ tức đã nhận,Cổ tức đã nhận,Cổ tức đã nhận,(3.320.000.000),-,-,-,-,(3.320.000.000),-3320000000.0,,,,,-3320000000.0
Số dư tại 31 tháng 12 năm 2023,Số dư tại 31 tháng 12 năm 2023,Số dư tại 31 tháng 12 năm 2023,16.645.506.702,93.417.959.832,4.581.186.174,357.408.811.200,998.008.999.296,1.470.062.463.204,16645506702.0,93417959832.0,4581186174.0,357408811200.0,998008999296.0,1470062463204.0
