row_label_raw,row_label_full,col_0,Mã số,2025 VND,2024 VND,numeric__Mã số,numeric__2025 VND,numeric__2024 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,(1.185.442.685.542),(514.058.307.692),21.0,-1185442685542.0,-514058307692.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,9.797.148.450,8.121.553.391,22.0,9797148450.0,8121553391.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(3.770.000.000.000),(2.415.000.000.000),23.0,-3770000000000.0,-2415000000000.0
Gửi tiền gửi ngân hàng có kỳ hạn và tiền chi cho các hoạt động đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Gửi tiền gửi ngân hàng có kỳ hạn và tiền chi cho các hoạt động đầu tư khác,Gửi tiền gửi ngân hàng có kỳ hạn và tiền chi cho các hoạt động đầu tư khác,23,(1.967.743.000.000),(17.930.843.673.768),23.0,-1967743000000.0,-17930843673768.0
Tiền thu hồi từ các khoản cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi từ các khoản cho vay,Tiền thu hồi từ các khoản cho vay,24,927.769.338.195,2.226.000.000.000,24.0,927769338195.0,2226000000000.0
Rút tiền gửi ngân hàng có kỳ hạn và tiền thu từ các hoạt động đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Rút tiền gửi ngân hàng có kỳ hạn và tiền thu từ các hoạt động đầu tư khác,Rút tiền gửi ngân hàng có kỳ hạn và tiền thu từ các hoạt động đầu tư khác,24,6.377.374.443.768,28.356.752.230.000,24.0,6377374443768.0,28356752230000.0
"Mua một công ty con, tiền thuần chi ra","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua một công ty con, tiền thuần chi ra","Mua một công ty con, tiền thuần chi ra",25,(34.996.024.522),-,25.0,-34996024522.0,
"Tiền thu lãi từ tiền gửi ngân hàng, cho vay, chứng khoán kinh doanh, các hoạt động đầu tư khác và cổ tức","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi từ tiền gửi ngân hàng, cho vay, chứng khoán kinh doanh, các hoạt động đầu tư khác và cổ tức","Tiền thu lãi từ tiền gửi ngân hàng, cho vay, chứng khoán kinh doanh, các hoạt động đầu tư khác và cổ tức",27,734.726.565.456,1.742.672.256.611,27.0,734726565456.0,1742672256611.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,1.091.485.785.805,11.473.644.058.542,30.0,1091485785805.0,11473644058542.0
