row_label_raw,row_label_full,col_0,2025VND,2024VND,numeric__2025VND,numeric__2024VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,7.764.923.372.276,9.004.312.866.417,7764923372276.0,9004312866417.0
Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,Thuế tính theo thuế suất của Công ty,1.552.984.674.455,1.800.862.573.283,1552984674455.0,1800862573283.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,(199.765.231),(15.316.520),-199765231.0,-15316520.0
Ảnh hưởng của các mức thuế suất ưu đãi áp dụng cho các công ty con,Ảnh hưởng của các mức thuế suất ưu đãi áp dụng cho các công ty con,Ảnh hưởng của các mức thuế suất ưu đãi áp dụng cho các công ty con,(556.463.618.282),(712.992.439.347),-556463618282.0,-712992439347.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(1.017.701.289),-,-1017701289.0,
Ảnh hưởng của phần lãi trong một công ty liên kết,Ảnh hưởng của phần lãi trong một công ty liên kết,Ảnh hưởng của phần lãi trong một công ty liên kết,(16.591.385.929),(13.013.035.243),-16591385929.0,-13013035243.0
Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,12.614.968.087,3.827.080.811,12614968087.0,3827080811.0
Ảnh hưởng của phân bổ lợi thế thương mại,Ảnh hưởng của phân bổ lợi thế thương mại,Ảnh hưởng của phân bổ lợi thế thương mại,4.858.446.947,4.600.394.758,4858446947.0,4600394758.0
Thay đổi trong tài sản thuế thu nhập hoãn lại chưa được ghi nhận (*),Thay đổi trong tài sản thuế thu nhập hoãn lại chưa được ghi nhận (*),Thay đổi trong tài sản thuế thu nhập hoãn lại chưa được ghi nhận (*),3.606.933.275,3.613.589.921,3606933275.0,3613589921.0
Dự phòng thiếu/(thừa) trong những năm trước,Dự phòng thiếu/(thừa) trong những năm trước,Dự phòng thiếu/(thừa) trong những năm trước,982.105.656,(3.107.512.245),982105656.0,-3107512245.0
,,,1.000.774.657.689,1.083.775.335.418,1000774657689.0,1083775335418.0
