row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2025VND,Giá trị giao dịch > 2024VND,Phải thu/(Phải trả) tại ngày > 31/12/2025VND,Phải thu/(Phải trả) tại ngày > 1/1/2025VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2025VND,numeric__Giá trị giao dịch > 2024VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2025VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2025VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,,,
Công ty Cổ phần Thực phẩm Cholimex,Công ty liên kết > Công ty Cổ phần Thực phẩm Cholimex,Công ty Cổ phần Thực phẩm Cholimex,Cổ tức nhận được,13.296.085.000,13.296.085.000,-,-,,13296085000.0,13296085000.0,,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,,,,,,
Công ty Cổ phần Masan JinJu và chỉ nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chỉ nhánh,Công ty Cổ phần Masan JinJu và chỉ nhánh,Bán hàng hóa và dịch vụ,134.842.247.961,122.870.049.462,8.808.005.261,10.617.506.238,,134842247961.0,122870049462.0,8808005261.0,10617506238.0
Công ty Cổ phần Masan JinJu và chỉ nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chỉ nhánh,Công ty Cổ phần Masan JinJu và chỉ nhánh,Bán tài sản cố định,-,571.353.653,-,-,,,571353653.0,,
Công ty Cổ phần Masan JinJu và chỉ nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chỉ nhánh,Công ty Cổ phần Masan JinJu và chỉ nhánh,Mua hàng hóa và dịch vụ,80.047.170.372,82.996.174.762,(1.979.457.938),(197.726.326),,80047170372.0,82996174762.0,-1979457938.0,-197726326.0
Công ty Cổ phần Masan JinJu và chỉ nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chỉ nhánh,Công ty Cổ phần Masan JinJu và chỉ nhánh,Mua tài sản cố định,-,42.159.743.334,-,-,,,42159743334.0,,
Công ty Cổ phần Masan JinJu và chỉ nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chỉ nhánh,Công ty Cổ phần Masan JinJu và chỉ nhánh,Doanh thu dịch vụ phân phối,64.034.573.590,58.364.765.999,-,-,,64034573590.0,58364765999.0,,
Công ty Cổ phần Masan JinJu và chỉ nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chỉ nhánh,Công ty Cổ phần Masan JinJu và chỉ nhánh,Phải trả tiền bán hàng thu hộ của dịch vụ phân phối,-,-,(225.628.415.728),(155.967.769.673),,,,-225628415728.0,-155967769673.0
Công ty Cổ phần Masan JinJu và chỉ nhánh,Các bên liên quan khác > Công ty Cổ phần Masan JinJu và chỉ nhánh,Công ty Cổ phần Masan JinJu và chỉ nhánh,Phí hỗ trợ bán hàng và giao hàng của dịch vụ phân phối,73.761.066.725,68.785.511.159,3.765.641.948,-,,73761066725.0,68785511159.0,3765641948.0,
Công ty TNHH Một Thành viên Masan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery PY,Công ty TNHH Một Thành viên Masan Brewery PY,Bán hàng hóa,139.377.961,69.887.669,-,-,,139377961.0,69887669.0,,
Công ty TNHH Một Thành viên Masan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery PY,Công ty TNHH Một Thành viên Masan Brewery PY,"Cho vay, bao gồm chuyển đổi số dư lãi phải thu thành nợ gốc khoản phải thu về cho vay",-,54.977.123.287,144.977.123.287,144.977.123.287,,,54977123287.0,144977123287.0,144977123287.0
Công ty TNHH Một Thành viên Masan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery PY,Công ty TNHH Một Thành viên Masan Brewery PY,Thu nhập lãi cho vay,7.723.741.784,4.977.160.756,7.859.395.691,135.653.907,,7723741784.0,4977160756.0,7859395691.0,135653907.0
Công ty TNHH Một Thành viên Masan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Bán hàng hóa,855.604.403,8.282.232.049,-,8.659.585.633,,855604403.0,8282232049.0,,8659585633.0
Công ty TNHH Một Thành viên Masan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viên Masan Brewery Distribution,Công ty TNHH Một Thành viên Masan Brewery Distribution,Mua hàng hóa,2.165.713.639,1.468.484.948,(80.784.000),-,,2165713639.0,1468484948.0,-80784000.0,
