row_label_raw,row_label_full,col_0,1/1/2025Giá trị ghi sổ/Số có khả năngtrả nợVND,Biến động trong năm > Nhận nợ vayVND,Biến động trong năm > Trả nợ vayVND,31/12/2025Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__1/1/2025Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__Biến động trong năm > Nhận nợ vayVND,numeric__Biến động trong năm > Trả nợ vayVND,numeric__31/12/2025Giá trị ghi sổ/Số có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,8.839.257.634.151,22.617.755.737.849,(24.287.762.108.490),7.169.251.263.510,8839257634151.0,22617755737849.0,-24287762108490.0,7169251263510.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,1.991.787.827.980,691.012.722.483,(227.387.827.980),2.455.412.722.483,1991787827980.0,691012722483.0,-227387827980.0,2455412722483.0
,,,10.831.045.462.131,23.308.768.460.332,(24.515.149.936.470),9.624.663.985.993,10831045462131.0,23308768460332.0,-24515149936470.0,9624663985993.0
