row_label_raw,row_label_full,col_0,31/12/2025Giá gốc/Số có khả năngtrả nợVND,1/1/2025Giá gốc/Số có khả năngtrả nợVND,numeric__31/12/2025Giá gốc/Số có khả năngtrả nợVND,numeric__1/1/2025Giá gốc/Số có khả năngtrả nợVND
Phải trả cho các bên thứ ba,Phải trả cho các bên thứ ba,Phải trả cho các bên thứ ba,2.238.901.514.068,2.093.862.500.096,2238901514068.0,2093862500096.0
Phải trả cho các bên liên quan,Phải trả cho các bên liên quan,Phải trả cho các bên liên quan,295.652.611.851,235.593.953.302,295652611851.0,235593953302.0
,,,2.534.554.125.919,2.329.456.453.398,2534554125919.0,2329456453398.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Ngắn hạn,Trong đó: > - Ngắn hạn,- Ngắn hạn,2.523.888.497.743,2.314.639.691.398,2523888497743.0,2314639691398.0
- Dài hạn,Trong đó: > - Dài hạn,- Dài hạn,10.665.628.176,14.816.762.000,10665628176.0,14816762000.0
,,,2.534.554.125.919,2.329.456.453.398,2534554125919.0,2329456453398.0
