row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2025VND,Giá trị giao dịch > 2024VND,Phải thu/(Phải trả) tại ngày > 31/12/2025VND,Phải thu/(Phải trả) tại ngày > 1/1/2025VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2025VND,numeric__Giá trị giao dịch > 2024VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2025VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2025VND
Công ty Cổ phần Dịch vụ,Công ty Cổ phần Dịch vụ,Công ty Cổ phần Dịch vụ,Bán hàng hóa,2.178.737.288.251,1.932.664.094.085,715.046.809.185,621.946.587.008,,2178737288251.0,1932664094085.0,715046809185.0,621946587008.0
Thương mại Tổng hợp,Thương mại Tổng hợp,Thương mại Tổng hợp,Mua hàng hóa và dịch vụ,590.181.618.884,584.900.888.379,(37.203.425),(21.250.763),,590181618884.0,584900888379.0,-37203425.0,-21250763.0
WinCommerce,WinCommerce,WinCommerce,Mua tài sản cố định,-,45.454.545,-,-,,,45454545.0,,
WinCommerce,WinCommerce,WinCommerce,Trả trước tiền hàng,32.128.550,37.000.000,32.128.550,37.000.000,,32128550.0,37000000.0,32128550.0,37000000.0
WinCommerce,WinCommerce,WinCommerce,Phân bổ tiền thuê văn phòng,24.037.700.773,22.943.864.180,8.923.404.640,6.689.049.661,,24037700773.0,22943864180.0,8923404640.0,6689049661.0
WinCommerce,WinCommerce,WinCommerce,Chiết khấu thanh toán và các khoản hỗ trợ bán hàng khác phải trả,30.286.344.170,21.863.202.843,-,-,,30286344170.0,21863202843.0,,
WinCommerce,WinCommerce,WinCommerce,Phải thu khác,-,-,17.000.000,17.000.000,,,,17000000.0,17000000.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa và dịch vụ,8.549.524.305,8.537.527.343,1.021.529.013,1.073.215.608,,8549524305.0,8537527343.0,1021529013.0,1073215608.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán tài sản cố định,-,6.000.000,-,-,,,6000000.0,,
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,7.322.969.998,9.108.386.526,(261.273.600),(522.547.200),,7322969998.0,9108386526.0,-261273600.0,-522547200.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Phí hỗ trợ quản lý,-,158.213.488,-,170.870.567,,,158213488.0,,170870567.0
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Mua dịch vụ,7.185.048.562,6.952.441.460,(21.378.884),(294.392.013),,7185048562.0,6952441460.0,-21378884.0,-294392013.0
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Bán hàng hóa,3.177.978.931,251.496.622,26.394.700,16.011.603,,3177978931.0,251496622.0,26394700.0,16011603.0
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Bán tài sản cố định,161.915.142,-,-,-,,161915142.0,,,
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Mua dịch vụ,738.684.316.626,11.860.225.744,(124.446.828.452),(448.438.425),,738684316626.0,11860225744.0,-124446828452.0,-448438425.0
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Phí hỗ trợ quản lý,-,580.346.492,-,626.774.211,,,580346492.0,,626774211.0
Công ty Cổ phần Supra,Công ty Cổ phần Supra,Công ty Cổ phần Supra,Phải trả khác,-,-,(3.000.000),(3.000.000),,,,-3000000.0,-3000000.0
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Phí thuê và quản lý văn phòng,75.358.878.703,20.993.965.408,(10.151.914.962),(23.093.361.949),,75358878703.0,20993965408.0,-10151914962.0,-23093361949.0
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Trả trước tiền thuê văn phòng,-,-,1.399.888.939.090,-,,,,1399888939090.0,
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Mua chứng khoán kinh doanh,105.574.000.000,-,-,-,,105574000000.0,,,
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Cho vay,1.970.000.000.000,-,1.970.000.000.000,-,,1970000000000.0,,1970000000000.0,
Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Công ty TNHH Zenith Investment,Thu nhập lãi cho vay,41.882.739.726,-,41.882.739.726,-,,41882739726.0,,41882739726.0,
