row_label_raw,row_label_full,col_0,31/12/2023VND,1/1/2023VND,numeric__31/12/2023VND,numeric__1/1/2023VND
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,
Phải thu cổ tức từ các công ty liên quan:,Phải thu cổ tức từ các công ty liên quan:,Phải thu cổ tức từ các công ty liên quan:,Phải thu cổ tức từ các công ty liên quan:,Phải thu cổ tức từ các công ty liên quan:,,
Công ty TNHH Castrol BP-PETCO Việt Nam,Phải thu cổ tức từ các công ty liên quan: > Công ty TNHH Castrol BP-PETCO Việt Nam,Công ty TNHH Castrol BP-PETCO Việt Nam,134.000.000.000,-,134000000000.0,
Công ty Cổ phần Cơ khí Xăng dầu,Phải thu cổ tức từ các công ty liên quan: > Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,9.110.241.580,-,9110241580.0,
Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Phải thu cổ tức từ các công ty liên quan: > Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,-,54.492.480.000,,54492480000.0
Công ty Cổ phần Thương mại Kiên Giang,Phải thu cổ tức từ các công ty liên quan: > Công ty Cổ phần Thương mại Kiên Giang,Công ty Cổ phần Thương mại Kiên Giang,-,4.559.229.500,,4559229500.0
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,
Lãi dự thu,Bên khác > Lãi dự thu,Lãi dự thu,352.133.501.917,268.834.812.395,352133501917.0,268834812395.0
Tạm ứng cho nhân viên,Bên khác > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,71.708.295.160,76.489.082.534,71708295160.0,76489082534.0
Phải thu Bộ Công thương về phí bảo quản hàng P10 (i),Bên khác > Phải thu Bộ Công thương về phí bảo quản hàng P10 (i),Phải thu Bộ Công thương về phí bảo quản hàng P10 (i),87.915.516.167,43.880.601.694,87915516167.0,43880601694.0
"Ký cược, ký quỹ ngắn hạn","Bên khác > Ký cược, ký quỹ ngắn hạn","Ký cược, ký quỹ ngắn hạn",30.524.847.646,13.977.264.320,30524847646.0,13977264320.0
Phải thu khác,Bên khác > Phải thu khác,Phải thu khác,138.317.968.916,151.669.613.968,138317968916.0,151669613968.0
,,,823.710.371.386,613.903.084.411,823710371386.0,613903084411.0
