row_label_raw,row_label_full,Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \) > Tiền và các khoản tương đương tiền đầu năm,Mã số > 50 > 60,2023 VND > 2.443.298.431.100 > 11.606.028.926.698,2022 VND > 5.389.480.938.904 > 6.192.497.034.229,numeric__Mã số > 50 > 60,numeric__2023 VND > 2.443.298.431.100 > 11.606.028.926.698,numeric__2022 VND > 5.389.480.938.904 > 6.192.497.034.229
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(1.082.274.179),24.050.953.565,61.0,-1082274179.0,24050953565.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \)(Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \)(Thuyết minh 5),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \)(Thuyết minh 5),70,14.048.245.083.619,11.606.028.926.698,70.0,14048245083619.0,11606028926698.0
