row_label_raw,row_label_full,col_0,2023,2022Đã điều chỉnh lại,numeric__2023,numeric__2022Đã điều chỉnh lại
Lợi nhuận thuần hợp nhất thuộc về các cổ đông phổ thông (VND),Lợi nhuận thuần hợp nhất thuộc về các cổ đông phổ thông (VND),Lợi nhuận thuần hợp nhất thuộc về các cổ đông phổ thông (VND),2.833.906.727.712,1.449.740.967.084,2833906727712.0,1449740967084.0
"Số phân bổ vào quỹ khen thưởng, phúc lợi ước tính (VND) (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi ước tính (VND) (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi ước tính (VND) (*)",(666.404.881.124),(542.946.448.837),-666404881124.0,-542946448837.0
,,,2.167.501.846.588,906.794.518.247,2167501846588.0,906794518247.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm (số cổ phiếu),1.270.592.235,1.270.592.235,1270592235.0,1270592235.0
Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),1.706,714,1706.0,714.0
