row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023VND,2022VND,,
Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu,,
"Bán hàng hóa, dịch vụ","Công ty Cổ phần Cơ khí Xăng dầu > Bán hàng hóa, dịch vụ","Bán hàng hóa, dịch vụ",691.330.044.000,1.026.076.487.709,691330044000.0,1026076487709.0
Cổ tức được chia,Công ty Cổ phần Cơ khí Xăng dầu > Cổ tức được chia,Cổ tức được chia,9.143.411.750,7.979.704.800,9143411750.0,7979704800.0
Hội đồng Quản trị (8 thành viên),Hội đồng Quản trị (8 thành viên),Hội đồng Quản trị (8 thành viên),Hội đồng Quản trị (8 thành viên),Hội đồng Quản trị (8 thành viên),,
Thù lao,Hội đồng Quản trị (8 thành viên) > Thù lao,Thù lao,9.645.463.721,7.391.287.332,9645463721.0,7391287332.0
Ban Tổng Giám đốc không là thành viên,Ban Tổng Giám đốc không là thành viên,Ban Tổng Giám đốc không là thành viên,Ban Tổng Giám đốc không là thành viên,Ban Tổng Giám đốc không là thành viên,,
Hội đồng Quản trị (6 thành viên),Hội đồng Quản trị (6 thành viên),Hội đồng Quản trị (6 thành viên),Hội đồng Quản trị (6 thành viên),Hội đồng Quản trị (6 thành viên),,
Tiền lương,Hội đồng Quản trị (6 thành viên) > Tiền lương,Tiền lương,5.889.420.188,6.221.086.639,5889420188.0,6221086639.0
Ban Kiểm soát và Kế toán trưởng (6 thành viên),Ban Kiểm soát và Kế toán trưởng (6 thành viên),Ban Kiểm soát và Kế toán trưởng (6 thành viên),Ban Kiểm soát và Kế toán trưởng (6 thành viên),Ban Kiểm soát và Kế toán trưởng (6 thành viên),,
Thù lao và tiền lương,Ban Kiểm soát và Kế toán trưởng (6 thành viên) > Thù lao và tiền lương,Thù lao và tiền lương,4.969.044.396,4.865.267.906,4969044396.0,4865267906.0
