row_label_raw,row_label_full,col_0,Mãsố,2023VND,2022VND,numeric__Mãsố,numeric__2023VND,numeric__2022VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản,01,3.947.390.245.604,2.270.127.396.278,1.0,3947390245604.0,2270127396278.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,2.184.794.870.169,2.168.347.034.003,2.0,2184794870169.0,2168347034003.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,141.013.749.897,(330.850.092.745),3.0,141013749897.0,-330850092745.0
Lỗ chênh lệch tỷ giá hồi đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ chênh lệch tỷ giá hồi đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hồi đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,04,13.287.356.000,30.771.697.079,4.0,13287356000.0,30771697079.0
Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(2.465.763.180.879),(1.818.236.638.776),5.0,-2465763180879.0,-1818236638776.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,898.602.546.828,644.056.268.958,6.0,898602546828.0,644056268958.0
Các khoản điều chỉnh khác (Biến động Quỹbình ổn giá xăng dầu – Thuyết minh 22),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản điều chỉnh khác (Biến động Quỹbình ổn giá xăng dầu – Thuyết minh 22),Các khoản điều chỉnh khác (Biến động Quỹbình ổn giá xăng dầu – Thuyết minh 22),07,1.061.656.963.384,2.171.949.098.814,7.0,1061656963384.0,2171949098814.0
Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trướcnhững thay đổi vốn lưu động,08,5.780.982.551.003,5.136.164.763.611,8.0,5780982551003.0,5136164763611.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,2.148.238.587.213,(4.447.132.923.679),9.0,2148238587213.0,-4447132923679.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,2.623.792.411.518,(3.914.561.991.328),10.0,2623792411518.0,-3914561991328.0
Biến động các khoản phải trả vànợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả vànợ phải trả khác,Biến động các khoản phải trả vànợ phải trả khác,11,(3.354.468.238.187),9.905.899.638.963,11.0,-3354468238187.0,9905899638963.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,(103.026.230.738),142.238.137.469,12.0,-103026230738.0,142238137469.0
Biến động chứng khoán kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chứng khoán kinh doanh,Biến động chứng khoán kinh doanh,13,276.725.816,-,13.0,276725816.0,
,,,,7.095.795.806.625,6.822.607.625.036,,7095795806625.0,6822607625036.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(851.560.272.409),(632.180.251.380),14.0,-851560272409.0,-632180251380.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(433.197.206.807),(454.879.657.355),15.0,-433197206807.0,-454879657355.0
Tiền thu khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,5.073.063.929,-,16.0,5073063929.0,
Tiền chi khác cho hoạt độngkinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi khác cho hoạt độngkinh doanh,Tiền chi khác cho hoạt độngkinh doanh,17,(542.538.240.177),(643.783.848.039),17.0,-542538240177.0,-643783848039.0
Lưu chuyển tiền thuần từhoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từhoạt động kinh doanh,Lưu chuyển tiền thuần từhoạt động kinh doanh,20,5.273.573.151.161,5.091.763.868.262,20.0,5273573151161.0,5091763868262.0
