row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Giao dịch,Số cuối năm,VND Số đầu năm,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,Phải thu cho vay ngắn hạn,,,,
Công ty Cổ phầnThế Giới Di Động,Phải thu cho vay ngắn hạn > Công ty Cổ phầnThế Giới Di Động,Công ty Cổ phầnThế Giới Di Động,Công ty con,Cho vay,331.881.041.538,247.012.499.355,,,331881041538.0,247012499355.0
Công ty Cổ phần Thươngmại Bách Hóa Xanh,Phải thu cho vay ngắn hạn > Công ty Cổ phần Thươngmại Bách Hóa Xanh,Công ty Cổ phần Thươngmại Bách Hóa Xanh,Công ty con,Cho vay,60.000.000.000,-,,,60000000000.0,
,,,,,391.881.041.538,247.012.499.355,,,391881041538.0,247012499355.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,,,
Công ty Cổ phầnThế Giới Di Động,Phải thu ngắn hạn khác > Công ty Cổ phầnThế Giới Di Động,Công ty Cổ phầnThế Giới Di Động,Công ty con,Lãi vayChi phítrả hộ,3.397.169.938,5.918.705.751,,,3397169938.0,5918705751.0
Công ty Cổ phầnThế Giới Di Động,Phải thu ngắn hạn khác > Công ty Cổ phầnThế Giới Di Động,Công ty Cổ phầnThế Giới Di Động,Công ty con,Lãi vayChi phítrả hộ,26.950.000,-,,,26950000.0,
Công ty Cổ phần Thươngmại Bách Hóa Xanh,Phải thu ngắn hạn khác > Công ty Cổ phần Thươngmại Bách Hóa Xanh,Công ty Cổ phần Thươngmại Bách Hóa Xanh,Công ty con,Lãi vay,142.500.000,-,,,142500000.0,
,,,,,3.566.619.938,5.918.705.751,,,3566619938.0,5918705751.0
