row_label_raw,row_label_full,Phải thu lãi cho vay từ bên liên quan(Thuyết minh số 11),Số cuối năm > 3.566.619.938,VND Số đầu năm > 5.918.705.751,numeric__Số cuối năm > 3.566.619.938,numeric__VND Số đầu năm > 5.918.705.751
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,122.011.633,85.247.439,122011633.0,85247439.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,3.688.631.571,6.003.953.190,3688631571.0,6003953190.0
