row_label_raw,row_label_full,Ban Kiểm soát,Bà Phạm Thị Hoa,Trường Ban,numeric__Bà Phạm Thị Hoa,numeric__Trường Ban
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Vũ Thị Hương,Thành viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Bà Lê Thu Trang,Thành viên,,
