row_label_raw,row_label_full,col_0,Số lượng bán Đơn vị,Tổng giá trị bán VND,Tổng giá vốn VND,Lãi bán chứng khoán trong năm VND,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Tổng giá vốn VND,numeric__Lãi bán chứng khoán trong năm VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,40.557.593,1.031.927.220.600,869.499.647.047,162.427.573.553,40557593.0,1031927220600.0,869499647047.0,162427573553.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,3.086.821.790,321.548.966.209.128,321.112.169.221.729,436.796.987.399,3086821790.0,321548966209128.0,321112169221729.0,436796987399.0
Trái phiếu niêm yết,Trái phiếu niêm yết,Trái phiếu niêm yết,200.600.426,22.969.586.486.010,22.945.197.443.218,24.389.042.792,200600426.0,22969586486010.0,22945197443218.0,24389042792.0
Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,Trái phiếu chưa niêm yết,34.845,4.420.378.908.010,4.368.842.004.075,51.536.903.935,34845.0,4420378908010.0,4368842004075.0,51536903935.0
Chứng quyền có bảo đảm,Chứng quyền có bảo đảm,Chứng quyền có bảo đảm,19.352.400,21.695.089.000,25.450.865.160,3.755.776.160,19352400.0,21695089000.0,25450865160.0,3755776160.0
Đáo hạn chứng quyền,Đáo hạn chứng quyền,Đáo hạn chứng quyền,3.352.300,-,-,6.744.487.100,3352300.0,,,6744487100.0
Chứng chỉ quỹ,Chứng chỉ quỹ,Chứng chỉ quỹ,1.280.000,20.203.707.800,16.327.842.129,3.875.865.671,1280000.0,20203707800.0,16327842129.0,3875865671.0
Hợp đồng tương lai,Hợp đồng tương lai,Hợp đồng tương lai,7,-,-,136.170.000,7.0,,,136170000.0
,,,,350.012.757.620.548,349.337.487.023.358,689.662.806.610,,350012757620548.0,349337487023358.0,689662806610.0
