row_label_raw,row_label_full,col_0,col_1,Mã số,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__col_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
IX.,IX.,IX.,TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ (90 = 70 + 80) (mang sang từ trang trước),90,,1.415.006.331.708,930.644.050.935,,90.0,,1415006331708.0,930644050935.0
9.1.,9.1.,9.1.,Lợi nhuận đã thực hiện,91,,1.433.190.145.331,921.006.077.399,,91.0,,1433190145331.0,921006077399.0
9.2.,9.2.,9.2.,(Lỗ)/lợi nhuận chưa thực hiện,92,,(18.183.813.623),9.637.973.536,,92.0,,-18183813623.0,9637973536.0
X.,X.,X.,CHI PHÍ THUẾ THU NHẬP DOANH NGHIẾP (“TNDN”),100,,284.133.334.649,187.090.868.370,,100.0,,284133334649.0,187090868370.0
10.1.,10.1.,10.1.,Chi phí thuế TNDN hiện hành,100.1,46,275.779.864.165,188.516.830.206,,1001.0,46.0,275779864165.0,188516830206.0
10.2.,10.2.,10.2.,Chi phí/(lợi ích) thuế TNDN hoãn lại,100.2,46,8.353.470.484,(1.425.961.836),,1002.0,46.0,8353470484.0,-1425961836.0
XI.,XI.,XI.,LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN (200 = 90 - 100),200,,1.130.872.997.059,743.553.182.565,,200.0,,1130872997059.0,743553182565.0
XIII.,XIII.,XIII.,THU NHẬP THUÀN TRÊN CỔ PHIẾU PHỒ THÔNG,500,47,1.063.020.617.235,698.939.991.611,,500.0,47.0,1063020617235.0,698939991611.0
13.1.,13.1.,13.1.,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),501,47,1.633,(Điều chỉnh lại),,501.0,47.0,1633.0,
