row_label_raw,row_label_full,col_0,1/1/2025Giá trị ghi sổVND,Biến động trong nămTăngVND,GiảmVND,31/12/2025Giá trị ghi sổVND,numeric__1/1/2025Giá trị ghi sổVND,numeric__Biến động trong nămTăngVND,numeric__GiảmVND,numeric__31/12/2025Giá trị ghi sổVND
Vay ngắn hạn tổ chức tín dụng (*),Vay ngắn hạn tổ chức tín dụng (*),Vay ngắn hạn tổ chức tín dụng (*),10.349.550.000.000,40.938.358.000.000,(37.464.408.000.000),13.823.500.000.000,10349550000000.0,40938358000000.0,-37464408000000.0,13823500000000.0
Vay ngắn hạn các đối tượng khác (**),Vay ngắn hạn các đối tượng khác (**),Vay ngắn hạn các đối tượng khác (**),2.720.153.217.309,13.201.015.227.681,(12.014.619.490.816),3.906.548.954.174,2720153217309.0,13201015227681.0,-12014619490816.0,3906548954174.0
,,,13.069.703.217.309,54.139.373.227.681,(49.479.027.490.816),17.730.048.954.174,13069703217309.0,54139373227681.0,-49479027490816.0,17730048954174.0
