row_label_raw,row_label_full,col_0,Giá gốc VND,Giá trị thị trường/ Giá trị hợp lý VND,Chênh lệch đánh giá lại cuối năm VND,Chênh lệch đánh giá lại đầu năm VND,Chênh lệch đánh giá lại năm nay VND,Chênh lệch tăng năm nay VND,Chênh lệch giảm năm nay VND,numeric__Giá gốc VND,numeric__Giá trị thị trường/ Giá trị hợp lý VND,numeric__Chênh lệch đánh giá lại cuối năm VND,numeric__Chênh lệch đánh giá lại đầu năm VND,numeric__Chênh lệch đánh giá lại năm nay VND,numeric__Chênh lệch tăng năm nay VND,numeric__Chênh lệch giảm năm nay VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,170.420.917.644,148.091.735.391,(22.329.182.253),10.224.284.068,(32.553.466.321),(4.777.443.262),(27.776.023.059),170420917644.0,148091735391.0,-22329182253.0,10224284068.0,-32553466321.0,-4777443262.0,-27776023059.0
Trái phiếu niêm yết,Trái phiếu niêm yết,Trái phiếu niêm yết,1.029.212.500.000,1.029.212.500.000,-,-,-,-,-,1029212500000.0,1029212500000.0,,,,,
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,1.882.549.216.342,1.882.549.216.342,-,-,-,-,-,1882549216342.0,1882549216342.0,,,,,
Chứng chỉ quỹ chưa niêm yết,Chứng chỉ quỹ chưa niêm yết,Chứng chỉ quỹ chưa niêm yết,35.164.108.659,44.629.691.000,9.465.582.341,9.651.582.212,(185.999.871),(185.999.871),-,35164108659.0,44629691000.0,9465582341.0,9651582212.0,-185999871.0,-185999871.0,
,,,3.117.346.742.645,3.104.483.142.733,(12.863.599.912),19.875.866.280,(32.739.466.192),(4.963.443.133),(27.776.023.059),3117346742645.0,3104483142733.0,-12863599912.0,19875866280.0,-32739466192.0,-4963443133.0,-27776023059.0
