row_label_raw,row_label_full,"Phải thu cổ tức, tiền lãi đến ngày nhận",31/12/2025VND > 29.767.353.266,31/12/2024VND > 29.172.766.557,numeric__31/12/2025VND > 29.767.353.266,numeric__31/12/2024VND > 29.172.766.557
- Phải thu cổ tức,- Phải thu cổ tức,- Phải thu cổ tức,131.343.800,227.055.000,131343800.0,227055000.0
- Phải thu lãi cho vay margin,- Phải thu lãi cho vay margin,- Phải thu lãi cho vay margin,29.636.009.466,28.945.711.557,29636009466.0,28945711557.0
"Các khoản phải thu và dự thu cổ tức, tiền lãicác tài sản tài chính chưa đến ngày nhận","Các khoản phải thu và dự thu cổ tức, tiền lãicác tài sản tài chính chưa đến ngày nhận","Các khoản phải thu và dự thu cổ tức, tiền lãicác tài sản tài chính chưa đến ngày nhận",145.031.237.692,202.062.150.332,145031237692.0,202062150332.0
- Dự thu lãi trái phiếu,- Dự thu lãi trái phiếu,- Dự thu lãi trái phiếu,37.530.653.428,142.787.895.211,37530653428.0,142787895211.0
- Dự thu lãi tiền gửi có kỳ hạn,- Dự thu lãi tiền gửi có kỳ hạn,- Dự thu lãi tiền gửi có kỳ hạn,107.500.584.264,59.274.255.121,107500584264.0,59274255121.0
,,,174.798.590.958,231.234.916.889,174798590958.0,231234916889.0
