row_label_raw,row_label_full,col_0,31/12/2025Mệnh giáVND,31/12/2024Mệnh giáVND,numeric__31/12/2025Mệnh giáVND,numeric__31/12/2024Mệnh giáVND
Tài sản tài chính giao dịch tự do chuyển nhượng,Tài sản tài chính giao dịch tự do chuyển nhượng,Tài sản tài chính giao dịch tự do chuyển nhượng,1.995.005.220.000,2.025.228.020.000,1995005220000.0,2025228020000.0
Tài sản tài chính ký quỹ đảm bảo khoản vay,Tài sản tài chính ký quỹ đảm bảo khoản vay,Tài sản tài chính ký quỹ đảm bảo khoản vay,13.063.050.000,13.063.050.000,13063050000.0,13063050000.0
"Tài sản tài chính phong tỏa, tạm giữ","Tài sản tài chính phong tỏa, tạm giữ","Tài sản tài chính phong tỏa, tạm giữ",580.000.000.000,-,580000000000.0,
Tài sản tài chính chờ thanh toán,Tài sản tài chính chờ thanh toán,Tài sản tài chính chờ thanh toán,751.270.000.000,1.000.068.000.000,751270000000.0,1000068000000.0
,,,3.339.338.270.000,3.038.359.070.000,3339338270000.0,3038359070000.0
