row_label_raw,row_label_full,col_0,col_1,Mã số,Thuyết minh,31/12/2025 VND,31/12/2024 VND,numeric__col_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__31/12/2024 VND
C.,C.,C.,NỘ PHẢI TRẢ(300 = 310 + 340),300,,22.781.531.321.125,15.223.341.794.443,,300.0,,22781531321125.0,15223341794443.0
I.,I.,I.,Nợ phải trả ngắn hạn,310,,21.219.949.764.436,14.161.986.237.762,,310.0,,21219949764436.0,14161986237762.0
1.,1.,1.,Vay và nợ thuê tài chính ngắn hạn,311,22,17.730.048.954.174,13.069.703.217.309,,311.0,22.0,17730048954174.0,13069703217309.0
1.1,1.1,1.1,Vay ngắn hạn,312,,17.730.048.954.174,13.069.703.217.309,,312.0,,17730048954174.0,13069703217309.0
6.,6.,6.,Phải trả hoạt động giao dịch chứng khoán,318,23,43.904.051.447,21.551.998.147,,318.0,23.0,43904051447.0,21551998147.0
8.,8.,8.,Phải trả người bán ngắn hạn,320,24,12.460.795.794,11.493.708.210,,320.0,24.0,12460795794.0,11493708210.0
9.,9.,9.,Người mua trả tiền trước ngắn hạn,321,25,2.873.167.402.000,683.151.902.000,,321.0,25.0,2873167402000.0,683151902000.0
10.,10.,10.,Thuế và các khoản phải nộp Nhà nước,322,26,184.887.419.422,120.310.511.245,,322.0,26.0,184887419422.0,120310511245.0
11.,11.,11.,Phải trả người lao động,323,,5.974.991.485,4.083.140.070,,323.0,,5974991485.0,4083140070.0
12.,12.,12.,Các khoản trích nộp phúc lợi nhân viên,324,,2.670.138.711,2.712.107.420,,324.0,,2670138711.0,2712107420.0
13.,13.,13.,Chỉ phí phải trả ngắn hạn,325,27,292.859.664.996,165.344.593.730,,325.0,27.0,292859664996.0,165344593730.0
15.,15.,15.,Doanh thu chưa thực hiện ngắn hạn,327,,3.376.203.379,3.050.871.308,,327.0,,3376203379.0,3050871308.0
17.,17.,17.,"Các khoản phải trả, phải nộp khác ngắn hạn",329,28,9.649.593.267,14.530.406.797,,329.0,28.0,9649593267.0,14530406797.0
19.,19.,19.,"Quỹ khen thưởng, phúc lợi",331,,60.950.549.761,66.053.781.526,,331.0,,60950549761.0,66053781526.0
II.,II.,II.,Nợ phải trả dài hạn,340,,1.561.581.556.689,1.061.355.556.681,,340.0,,1561581556689.0,1061355556681.0
4.,4.,4.,Trái phiếu phát hành dài hạn,346,29,1.561.581.556.689,1.061.355.556.681,,346.0,29.0,1561581556689.0,1061355556681.0
D,D,D,VỐN CHỦ SỞ HỮU(400 = 410),400,,7.994.798.664.717,6.908.538.856.612,,400.0,,7994798664717.0,6908538856612.0
I.,I.,I.,Vốn chủ sở hữu,410,,7.994.798.664.717,6.908.538.856.612,,410.0,,7994798664717.0,6908538856612.0
1.,1.,1.,Vốn đầu tư của chủ sở hữu,411,30,6.750.284.049.673,6.062.944.519.673,,411.0,30.0,6750284049673.0,6062944519673.0
1.1.,1.1.,1.1.,Vốn góp của chủ sở hữu,411.1,,6.587.267.870.000,5.728.129.810.000,,4111.0,,6587267870000.0,5728129810000.0
a.,a.,a.,Cổ phiếu phổ thông có quyền biểu quyết,411.1a,,6.587.267.870.000,5.728.129.810.000,,,,6587267870000.0,5728129810000.0
1.2.,1.2.,1.2.,Thặng dư vốn cổ phần,411.2,,163.759.790.000,335.558.320.000,,4112.0,,163759790000.0,335558320000.0
1.5.,1.5.,1.5.,Cổ phiếu quỹ,411.5,,(743.610.327),(743.610.327),,4115.0,,-743610327.0,-743610327.0
5.,5.,5.,Quỹ dự phòng tài chính và rủi ro nghiệp vụ,415,,24.516.764.528,24.516.764.528,,415.0,,24516764528.0,24516764528.0
6.,6.,6.,Các quỹ khác thuộc vốn chủ sở hữu,416,,1.625.982.305,1.625.982.305,,416.0,,1625982305.0,1625982305.0
7.,7.,7.,Lợi nhuận chưa phân phối,417,,1.218.371.868.211,819.451.590.106,,417.0,,1218371868211.0,819451590106.0
7.1.,7.1.,7.1.,Lợi nhuận sau thuế đã thực hiện,417.1,,1.214.775.282.087,789.317.719.875,,4171.0,,1214775282087.0,789317719875.0
7.2,7.2,7.2,Lợi nhuận chưa thực hiện,417.2,,3.596.586.124,30.133.870.231,,4172.0,,3596586124.0,30133870231.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU (440 = 300 + 400),440,,30.776.329.985.842,22.131.880.651.055,,440.0,,30776329985842.0,22131880651055.0
